datetime,event_type
2553-10-22T19:02:57+00:00,Total lunar eclipse
2554-04-19T02:50:19+00:00,Partial lunar eclipse
2554-10-12T07:15:54+00:00,Total lunar eclipse
2555-04-08T05:52:44+00:00,Penumbral lunar eclipse
2555-09-02T15:44:41+00:00,Penumbral lunar eclipse
2555-10-01T23:33:57+00:00,Penumbral lunar eclipse
2556-02-26T12:46:53+00:00,Penumbral lunar eclipse
2556-08-22T05:46:50+00:00,Partial lunar eclipse
2557-02-14T20:05:16+00:00,Total lunar eclipse
2557-08-11T13:10:43+00:00,Total lunar eclipse
2558-02-04T09:40:15+00:00,Total lunar eclipse
2558-07-31T14:31:11+00:00,Partial lunar eclipse
2559-01-25T01:24:15+00:00,Penumbral lunar eclipse
2559-06-21T04:11:56+00:00,Penumbral lunar eclipse
2559-07-20T16:17:18+00:00,Penumbral lunar eclipse
2559-12-16T00:24:48+00:00,Penumbral lunar eclipse
2560-06-09T15:50:54+00:00,Partial lunar eclipse
2560-12-04T03:27:24+00:00,Total lunar eclipse
2561-05-30T08:12:23+00:00,Total lunar eclipse
2561-11-23T02:42:25+00:00,Total lunar eclipse
2562-05-20T00:44:08+00:00,Partial lunar eclipse
2562-11-12T05:47:30+00:00,Penumbral lunar eclipse
2563-04-09T23:32:18+00:00,Partial lunar eclipse
2563-10-03T06:49:54+00:00,Partial lunar eclipse
2564-03-29T00:52:51+00:00,Total lunar eclipse
2564-09-21T23:32:01+00:00,Total lunar eclipse
2565-03-18T00:58:07+00:00,Total lunar eclipse
2565-09-11T14:22:58+00:00,Total lunar eclipse
2566-03-07T06:45:36+00:00,Penumbral lunar eclipse
2566-08-02T09:33:53+00:00,Penumbral lunar eclipse
2566-08-31T23:14:04+00:00,Penumbral lunar eclipse
2567-01-26T08:48:43+00:00,Partial lunar eclipse
2567-07-22T10:16:11+00:00,Partial lunar eclipse
2568-01-16T00:17:20+00:00,Total lunar eclipse
2568-07-10T13:26:30+00:00,Total lunar eclipse
2569-01-04T11:59:14+00:00,Total lunar eclipse
2569-06-29T23:41:12+00:00,Partial lunar eclipse
2569-12-24T16:34:02+00:00,Penumbral lunar eclipse
2570-05-21T08:26:47+00:00,Penumbral lunar eclipse
2570-06-19T15:29:16+00:00,Penumbral lunar eclipse
2570-11-13T21:48:57+00:00,Penumbral lunar eclipse
2571-05-11T00:07:52+00:00,Total lunar eclipse
2571-11-03T02:59:47+00:00,Total lunar eclipse
2572-04-29T10:17:13+00:00,Total lunar eclipse
2572-10-22T15:23:38+00:00,Total lunar eclipse
2573-04-18T13:07:14+00:00,Penumbral lunar eclipse
2573-10-12T07:38:13+00:00,Partial lunar eclipse
2574-03-08T20:45:53+00:00,Penumbral lunar eclipse
2574-09-02T13:02:27+00:00,Partial lunar eclipse
2575-02-26T04:33:39+00:00,Total lunar eclipse
2575-08-22T19:55:17+00:00,Total lunar eclipse
2576-02-15T18:26:19+00:00,Total lunar eclipse
2576-08-10T21:00:12+00:00,Partial lunar eclipse
2577-02-04T10:13:35+00:00,Penumbral lunar eclipse
2577-07-01T11:09:53+00:00,Penumbral lunar eclipse
2577-07-30T23:00:00+00:00,Penumbral lunar eclipse
2577-12-26T08:45:13+00:00,Penumbral lunar eclipse
2578-06-20T23:15:51+00:00,Partial lunar eclipse
2578-12-15T11:23:24+00:00,Total lunar eclipse
2579-06-10T15:50:11+00:00,Total lunar eclipse
2579-12-04T10:32:58+00:00,Total lunar eclipse
2580-05-30T08:20:23+00:00,Partial lunar eclipse
2580-11-22T13:51:44+00:00,Partial lunar eclipse
2581-04-20T06:59:50+00:00,Penumbral lunar eclipse
2581-10-13T14:53:17+00:00,Partial lunar eclipse
2582-04-09T08:12:45+00:00,Total lunar eclipse
2582-10-03T07:27:48+00:00,Total lunar eclipse
2583-03-29T08:36:24+00:00,Total lunar eclipse
2583-09-22T21:56:51+00:00,Total lunar eclipse
2584-03-17T14:55:09+00:00,Penumbral lunar eclipse
2584-09-11T06:14:58+00:00,Penumbral lunar eclipse
2585-02-05T17:39:02+00:00,Partial lunar eclipse
2585-08-01T16:44:19+00:00,Partial lunar eclipse
2586-01-26T09:05:18+00:00,Total lunar eclipse
2586-07-21T20:15:32+00:00,Total lunar eclipse
2587-01-15T20:29:52+00:00,Total lunar eclipse
2587-07-11T06:56:58+00:00,Partial lunar eclipse
2588-01-05T00:41:37+00:00,Penumbral lunar eclipse
2588-05-31T16:09:31+00:00,Penumbral lunar eclipse
2588-06-29T23:01:01+00:00,Penumbral lunar eclipse
2588-11-24T05:37:54+00:00,Penumbral lunar eclipse
2589-05-21T07:44:47+00:00,Total lunar eclipse
2589-11-13T11:04:46+00:00,Total lunar eclipse
2590-05-10T17:35:41+00:00,Total lunar eclipse
2590-11-02T23:38:57+00:00,Total lunar eclipse
2591-04-29T20:12:58+00:00,Penumbral lunar eclipse
2591-10-23T15:49:59+00:00,Partial lunar eclipse
2592-03-19T04:37:39+00:00,Penumbral lunar eclipse
2592-09-12T20:24:04+00:00,Partial lunar eclipse
2593-03-08T12:56:17+00:00,Total lunar eclipse
2593-09-02T02:43:35+00:00,Total lunar eclipse
2594-02-26T03:07:40+00:00,Total lunar eclipse
2594-08-22T03:33:07+00:00,Partial lunar eclipse
2595-02-15T18:58:07+00:00,Penumbral lunar eclipse
2595-07-12T18:06:58+00:00,Penumbral lunar eclipse
2595-08-11T05:46:34+00:00,Penumbral lunar eclipse
2596-01-06T17:07:49+00:00,Penumbral lunar eclipse
2596-07-01T06:38:54+00:00,Partial lunar eclipse
2596-12-25T19:23:29+00:00,Total lunar eclipse
2597-06-20T23:24:12+00:00,Total lunar eclipse
2597-12-14T18:30:52+00:00,Total lunar eclipse
2598-06-10T15:48:45+00:00,Partial lunar eclipse
2598-12-03T22:04:55+00:00,Partial lunar eclipse
2599-05-01T14:17:31+00:00,Penumbral lunar eclipse
2599-10-24T23:04:54+00:00,Penumbral lunar eclipse
2600-04-20T15:24:26+00:00,Total lunar eclipse
2600-10-14T15:30:44+00:00,Total lunar eclipse
2601-04-09T16:09:24+00:00,Total lunar eclipse
2601-10-04T05:34:59+00:00,Total lunar eclipse
2602-03-29T23:00:22+00:00,Penumbral lunar eclipse
2602-09-23T13:20:33+00:00,Penumbral lunar eclipse
2603-02-18T02:25:44+00:00,Partial lunar eclipse
2603-08-13T23:16:37+00:00,Partial lunar eclipse
2604-02-07T17:49:56+00:00,Total lunar eclipse
2604-08-02T03:09:14+00:00,Total lunar eclipse
2605-01-27T04:57:42+00:00,Total lunar eclipse
2605-07-22T14:15:07+00:00,Partial lunar eclipse
2606-01-16T08:49:03+00:00,Penumbral lunar eclipse
2606-06-12T23:45:28+00:00,Penumbral lunar eclipse
2606-07-12T06:29:52+00:00,Penumbral lunar eclipse
2606-12-06T13:35:11+00:00,Penumbral lunar eclipse
2607-06-02T15:12:40+00:00,Partial lunar eclipse
2607-11-25T19:19:03+00:00,Partial lunar eclipse
2608-05-22T00:44:02+00:00,Total lunar eclipse
2608-11-14T08:03:18+00:00,Total lunar eclipse
2609-05-11T03:09:35+00:00,Penumbral lunar eclipse
2609-11-04T00:08:25+00:00,Partial lunar eclipse
2610-03-31T12:24:00+00:00,Penumbral lunar eclipse
2610-09-25T03:49:31+00:00,Penumbral lunar eclipse
2611-03-20T21:13:17+00:00,Total lunar eclipse
2611-09-14T09:36:21+00:00,Total lunar eclipse
2612-03-09T11:44:37+00:00,Total lunar eclipse
2612-09-02T10:11:21+00:00,Total lunar eclipse
2613-02-27T03:38:48+00:00,Penumbral lunar eclipse
2613-07-24T01:07:01+00:00,Penumbral lunar eclipse
2613-08-22T12:38:52+00:00,Penumbral lunar eclipse
2614-01-18T01:30:29+00:00,Penumbral lunar eclipse
2614-07-13T14:01:15+00:00,Partial lunar eclipse
2615-01-07T03:25:50+00:00,Total lunar eclipse
2615-07-03T06:56:05+00:00,Total lunar eclipse
2615-12-27T02:32:42+00:00,Total lunar eclipse
2616-06-21T23:13:37+00:00,Partial lunar eclipse
2616-12-15T06:24:16+00:00,Partial lunar eclipse
2617-05-12T21:26:09+00:00,Penumbral lunar eclipse
2617-11-05T07:23:53+00:00,Penumbral lunar eclipse
2617-12-04T17:35:42+00:00,Penumbral lunar eclipse
2618-05-01T22:26:50+00:00,Total lunar eclipse
2618-10-25T23:41:11+00:00,Total lunar eclipse
2619-04-20T23:32:27+00:00,Total lunar eclipse
2619-10-15T13:21:14+00:00,Total lunar eclipse
2620-04-09T06:57:31+00:00,Partial lunar eclipse
2620-10-03T20:32:39+00:00,Penumbral lunar eclipse
2621-02-28T11:07:48+00:00,Partial lunar eclipse
2621-08-24T05:53:07+00:00,Penumbral lunar eclipse
2622-02-18T02:31:44+00:00,Total lunar eclipse
2622-08-13T10:04:52+00:00,Total lunar eclipse
2623-02-07T13:24:05+00:00,Total lunar eclipse
2623-08-02T21:34:33+00:00,Partial lunar eclipse
2624-01-27T16:55:33+00:00,Penumbral lunar eclipse
2624-06-23T07:18:31+00:00,Penumbral lunar eclipse
2624-07-22T13:59:40+00:00,Penumbral lunar eclipse
2624-12-16T21:39:09+00:00,Penumbral lunar eclipse
2625-06-12T22:35:23+00:00,Partial lunar eclipse
2625-12-06T03:39:38+00:00,Partial lunar eclipse
2626-06-02T07:45:29+00:00,Total lunar eclipse
2626-11-25T16:34:12+00:00,Total lunar eclipse
2627-05-22T09:57:56+00:00,Partial lunar eclipse
2627-11-15T08:34:25+00:00,Partial lunar eclipse
2628-04-10T20:02:44+00:00,Penumbral lunar eclipse
2628-10-05T11:21:14+00:00,Penumbral lunar eclipse
2629-03-31T05:23:21+00:00,Total lunar eclipse
2629-09-24T16:35:29+00:00,Total lunar eclipse
2630-03-20T20:14:01+00:00,Total lunar eclipse
2630-09-13T16:56:03+00:00,Total lunar eclipse
2631-03-10T12:12:18+00:00,Partial lunar eclipse
2631-09-02T19:38:03+00:00,Penumbral lunar eclipse
2632-01-29T09:50:51+00:00,Penumbral lunar eclipse
2632-07-23T21:24:46+00:00,Partial lunar eclipse
2633-01-17T11:29:55+00:00,Total lunar eclipse
2633-07-13T14:25:08+00:00,Total lunar eclipse
2634-01-06T10:39:24+00:00,Total lunar eclipse
2634-07-03T06:33:07+00:00,Partial lunar eclipse
2634-12-26T14:49:50+00:00,Partial lunar eclipse
2635-05-24T04:25:20+00:00,Penumbral lunar eclipse
2635-06-22T17:23:22+00:00,Penumbral lunar eclipse
2635-11-16T15:51:14+00:00,Penumbral lunar eclipse
2635-12-16T02:15:22+00:00,Penumbral lunar eclipse
2636-05-12T05:22:20+00:00,Partial lunar eclipse
2636-11-05T07:57:41+00:00,Total lunar eclipse
2637-05-01T06:50:54+00:00,Total lunar eclipse
2637-10-25T21:12:55+00:00,Total lunar eclipse
2638-04-20T14:48:24+00:00,Partial lunar eclipse
2638-10-15T03:51:00+00:00,Penumbral lunar eclipse
2639-03-11T19:44:08+00:00,Partial lunar eclipse
2639-09-04T12:36:38+00:00,Penumbral lunar eclipse
2640-02-29T11:06:32+00:00,Total lunar eclipse
2640-08-23T17:08:03+00:00,Total lunar eclipse
2641-02-17T21:44:48+00:00,Total lunar eclipse
2641-08-13T04:57:27+00:00,Total lunar eclipse
2642-02-07T00:58:57+00:00,Penumbral lunar eclipse
2642-07-04T14:47:36+00:00,Penumbral lunar eclipse
2642-08-02T21:29:42+00:00,Penumbral lunar eclipse
2642-12-28T05:48:13+00:00,Penumbral lunar eclipse
2643-06-24T05:51:08+00:00,Partial lunar eclipse
2643-12-17T12:07:42+00:00,Partial lunar eclipse
2644-06-12T14:39:18+00:00,Total lunar eclipse
2644-12-06T01:11:38+00:00,Total lunar eclipse
2645-06-01T16:39:20+00:00,Partial lunar eclipse
2645-11-25T17:07:00+00:00,Partial lunar eclipse
2646-04-22T03:34:14+00:00,Penumbral lunar eclipse
2646-10-16T18:58:55+00:00,Penumbral lunar eclipse
2647-04-11T13:27:13+00:00,Total lunar eclipse
2647-10-05T23:41:17+00:00,Total lunar eclipse
2648-03-31T04:37:16+00:00,Total lunar eclipse
2648-09-23T23:48:53+00:00,Total lunar eclipse
2649-03-20T20:40:24+00:00,Partial lunar eclipse
2649-09-13T02:43:54+00:00,Penumbral lunar eclipse
