datetime,event_type
1941-03-13T11:55:03+00:00,Partial lunar eclipse
1941-09-05T17:46:30+00:00,Partial lunar eclipse
1942-03-03T00:21:09+00:00,Total lunar eclipse
1942-08-26T03:47:41+00:00,Total lunar eclipse
1943-02-20T05:37:39+00:00,Partial lunar eclipse
1943-08-15T19:28:02+00:00,Partial lunar eclipse
1944-02-09T05:14:13+00:00,Penumbral lunar eclipse
1944-07-06T04:39:17+00:00,Penumbral lunar eclipse
1944-08-04T12:26:08+00:00,Penumbral lunar eclipse
1944-12-29T14:48:51+00:00,Penumbral lunar eclipse
1945-06-25T15:13:37+00:00,Partial lunar eclipse
1945-12-19T02:20:03+00:00,Total lunar eclipse
1946-06-14T18:38:32+00:00,Total lunar eclipse
1946-12-08T17:47:44+00:00,Total lunar eclipse
1947-06-03T19:14:59+00:00,Partial lunar eclipse
1947-11-28T08:33:44+00:00,Penumbral lunar eclipse
1948-04-23T13:38:34+00:00,Partial lunar eclipse
1948-10-18T02:34:57+00:00,Penumbral lunar eclipse
1949-04-13T04:10:41+00:00,Total lunar eclipse
1949-10-07T02:56:11+00:00,Total lunar eclipse
1950-04-02T20:43:50+00:00,Total lunar eclipse
1950-09-26T04:16:28+00:00,Total lunar eclipse
1951-02-21T21:28:57+00:00,Penumbral lunar eclipse
1951-03-23T10:36:48+00:00,Penumbral lunar eclipse
1951-08-17T03:13:57+00:00,Penumbral lunar eclipse
1951-09-15T12:26:21+00:00,Penumbral lunar eclipse
1952-02-11T00:39:04+00:00,Partial lunar eclipse
1952-08-05T19:47:11+00:00,Partial lunar eclipse
1953-01-29T23:47:04+00:00,Total lunar eclipse
1953-07-26T12:20:26+00:00,Total lunar eclipse
1954-01-19T02:31:37+00:00,Total lunar eclipse
1954-07-16T00:20:07+00:00,Partial lunar eclipse
1955-01-08T12:32:36+00:00,Penumbral lunar eclipse
1955-06-05T14:22:39+00:00,Penumbral lunar eclipse
1955-11-29T16:59:15+00:00,Partial lunar eclipse
1956-05-24T15:31:07+00:00,Partial lunar eclipse
1956-11-18T06:47:32+00:00,Total lunar eclipse
1957-05-13T22:30:44+00:00,Total lunar eclipse
1957-11-07T14:26:46+00:00,Total lunar eclipse
1958-04-04T03:59:29+00:00,Penumbral lunar eclipse
1958-05-03T12:12:45+00:00,Partial lunar eclipse
1958-10-27T15:27:07+00:00,Penumbral lunar eclipse
1959-03-24T20:11:13+00:00,Partial lunar eclipse
1959-09-17T01:02:52+00:00,Penumbral lunar eclipse
1960-03-13T08:27:37+00:00,Total lunar eclipse
1960-09-05T11:21:07+00:00,Total lunar eclipse
1961-03-02T13:27:55+00:00,Partial lunar eclipse
1961-08-26T03:08:07+00:00,Partial lunar eclipse
1962-02-19T13:02:59+00:00,Penumbral lunar eclipse
1962-07-17T11:54:05+00:00,Penumbral lunar eclipse
1962-08-15T19:56:47+00:00,Penumbral lunar eclipse
1963-01-09T23:18:58+00:00,Penumbral lunar eclipse
1963-07-06T22:02:15+00:00,Partial lunar eclipse
1963-12-30T11:06:41+00:00,Total lunar eclipse
1964-06-25T01:06:06+00:00,Total lunar eclipse
1964-12-19T02:37:10+00:00,Total lunar eclipse
1965-06-14T01:48:42+00:00,Partial lunar eclipse
1965-12-08T17:09:47+00:00,Penumbral lunar eclipse
1966-05-04T21:11:23+00:00,Penumbral lunar eclipse
1966-10-29T10:12:10+00:00,Penumbral lunar eclipse
1967-04-24T12:06:20+00:00,Total lunar eclipse
1967-10-18T10:15:04+00:00,Total lunar eclipse
1968-04-13T04:47:17+00:00,Total lunar eclipse
1968-10-06T11:41:51+00:00,Total lunar eclipse
1969-04-02T18:32:21+00:00,Penumbral lunar eclipse
1969-08-27T10:47:33+00:00,Penumbral lunar eclipse
1969-09-25T20:09:34+00:00,Penumbral lunar eclipse
1970-02-21T08:30:00+00:00,Partial lunar eclipse
1970-08-17T03:23:22+00:00,Partial lunar eclipse
1971-02-10T07:44:36+00:00,Total lunar eclipse
1971-08-06T19:43:08+00:00,Total lunar eclipse
1972-01-30T10:53:21+00:00,Total lunar eclipse
1972-07-26T07:15:36+00:00,Partial lunar eclipse
1973-01-18T21:17:11+00:00,Penumbral lunar eclipse
1973-06-15T20:49:55+00:00,Penumbral lunar eclipse
1973-07-15T11:38:31+00:00,Penumbral lunar eclipse
1973-12-10T01:44:20+00:00,Partial lunar eclipse
1974-06-04T22:15:57+00:00,Partial lunar eclipse
1974-11-29T15:13:20+00:00,Total lunar eclipse
1975-05-25T05:47:59+00:00,Total lunar eclipse
1975-11-18T22:23:24+00:00,Total lunar eclipse
1976-05-13T19:54:19+00:00,Partial lunar eclipse
1976-11-06T23:01:10+00:00,Penumbral lunar eclipse
1977-04-04T04:18:13+00:00,Partial lunar eclipse
1977-09-27T08:29:18+00:00,Penumbral lunar eclipse
1978-03-24T16:22:20+00:00,Total lunar eclipse
1978-09-16T19:04:10+00:00,Total lunar eclipse
1979-03-13T21:08:00+00:00,Partial lunar eclipse
1979-09-06T10:54:10+00:00,Total lunar eclipse
1980-03-01T20:45:11+00:00,Penumbral lunar eclipse
1980-07-27T19:08:05+00:00,Penumbral lunar eclipse
1980-08-26T03:30:28+00:00,Penumbral lunar eclipse
1981-01-20T07:49:55+00:00,Penumbral lunar eclipse
1981-07-17T04:46:46+00:00,Partial lunar eclipse
1982-01-09T19:55:50+00:00,Total lunar eclipse
1982-07-06T07:30:52+00:00,Total lunar eclipse
1982-12-30T11:28:43+00:00,Total lunar eclipse
1983-06-25T08:22:16+00:00,Partial lunar eclipse
1983-12-20T01:49:01+00:00,Penumbral lunar eclipse
1984-05-15T04:40:07+00:00,Penumbral lunar eclipse
1984-06-13T14:25:42+00:00,Penumbral lunar eclipse
1984-11-08T17:55:13+00:00,Penumbral lunar eclipse
1985-05-04T19:56:23+00:00,Total lunar eclipse
1985-10-28T17:42:20+00:00,Total lunar eclipse
1986-04-24T12:42:32+00:00,Total lunar eclipse
1986-10-17T19:17:57+00:00,Total lunar eclipse
1987-04-14T02:18:52+00:00,Penumbral lunar eclipse
1987-10-07T04:01:32+00:00,Penumbral lunar eclipse
1988-03-03T16:12:44+00:00,Partial lunar eclipse
1988-08-27T11:04:32+00:00,Partial lunar eclipse
1989-02-20T15:35:20+00:00,Total lunar eclipse
1989-08-17T03:08:09+00:00,Total lunar eclipse
1990-02-09T19:11:03+00:00,Total lunar eclipse
1990-08-06T14:12:16+00:00,Partial lunar eclipse
1991-01-30T05:58:37+00:00,Penumbral lunar eclipse
1991-06-27T03:14:41+00:00,Penumbral lunar eclipse
1991-07-26T18:07:48+00:00,Penumbral lunar eclipse
1991-12-21T10:33:00+00:00,Partial lunar eclipse
1992-06-15T04:56:57+00:00,Partial lunar eclipse
1992-12-09T23:44:03+00:00,Total lunar eclipse
1993-06-04T13:00:25+00:00,Total lunar eclipse
1993-11-29T06:26:04+00:00,Total lunar eclipse
1994-05-25T03:30:18+00:00,Partial lunar eclipse
1994-11-18T06:43:51+00:00,Penumbral lunar eclipse
1995-04-15T12:18:01+00:00,Partial lunar eclipse
1995-10-08T16:04:09+00:00,Penumbral lunar eclipse
1996-04-04T00:09:43+00:00,Total lunar eclipse
1996-09-27T02:54:20+00:00,Total lunar eclipse
1997-03-24T04:39:24+00:00,Partial lunar eclipse
1997-09-16T18:46:37+00:00,Total lunar eclipse
1998-03-13T04:20:03+00:00,Penumbral lunar eclipse
1998-08-08T02:24:50+00:00,Penumbral lunar eclipse
1998-09-06T11:10:06+00:00,Penumbral lunar eclipse
1999-01-31T16:17:28+00:00,Penumbral lunar eclipse
1999-07-28T11:33:40+00:00,Partial lunar eclipse
2000-01-21T04:43:28+00:00,Total lunar eclipse
2000-07-16T13:55:33+00:00,Total lunar eclipse
2001-01-09T20:20:33+00:00,Total lunar eclipse
2001-07-05T14:55:17+00:00,Partial lunar eclipse
2001-12-30T10:29:16+00:00,Penumbral lunar eclipse
2002-05-26T12:03:21+00:00,Penumbral lunar eclipse
2002-06-24T21:27:07+00:00,Penumbral lunar eclipse
2002-11-20T01:46:34+00:00,Penumbral lunar eclipse
2003-05-16T03:40:07+00:00,Total lunar eclipse
2003-11-09T01:18:32+00:00,Total lunar eclipse
2004-05-04T20:30:11+00:00,Total lunar eclipse
2004-10-28T03:04:06+00:00,Total lunar eclipse
2005-04-24T09:54:48+00:00,Penumbral lunar eclipse
2005-10-17T12:03:21+00:00,Partial lunar eclipse
2006-03-14T23:47:28+00:00,Penumbral lunar eclipse
2006-09-07T18:51:19+00:00,Partial lunar eclipse
2007-03-03T23:20:51+00:00,Total lunar eclipse
2007-08-28T10:37:20+00:00,Total lunar eclipse
2008-02-21T03:26:01+00:00,Total lunar eclipse
2008-08-16T21:10:05+00:00,Partial lunar eclipse
2009-02-09T14:38:13+00:00,Penumbral lunar eclipse
2009-07-07T09:38:36+00:00,Penumbral lunar eclipse
2009-08-06T00:39:09+00:00,Penumbral lunar eclipse
2009-12-31T19:22:39+00:00,Partial lunar eclipse
2010-06-26T11:38:26+00:00,Partial lunar eclipse
2010-12-21T08:16:56+00:00,Total lunar eclipse
2011-06-15T20:12:35+00:00,Total lunar eclipse
2011-12-10T14:31:49+00:00,Total lunar eclipse
2012-06-04T11:03:12+00:00,Partial lunar eclipse
2012-11-28T14:32:58+00:00,Penumbral lunar eclipse
2013-04-25T20:07:28+00:00,Partial lunar eclipse
2013-05-25T04:09:57+00:00,Penumbral lunar eclipse
2013-10-18T23:50:16+00:00,Penumbral lunar eclipse
2014-04-15T07:45:38+00:00,Total lunar eclipse
2014-10-08T10:54:35+00:00,Total lunar eclipse
2015-04-04T12:00:14+00:00,Total lunar eclipse
2015-09-28T02:47:07+00:00,Total lunar eclipse
2016-03-23T11:47:12+00:00,Penumbral lunar eclipse
2016-08-18T09:42:32+00:00,Penumbral lunar eclipse
2016-09-16T18:54:17+00:00,Penumbral lunar eclipse
2017-02-11T00:43:52+00:00,Penumbral lunar eclipse
2017-08-07T18:20:27+00:00,Partial lunar eclipse
2018-01-31T13:29:49+00:00,Total lunar eclipse
2018-07-27T20:21:43+00:00,Total lunar eclipse
2019-01-21T05:12:16+00:00,Total lunar eclipse
2019-07-16T21:30:43+00:00,Partial lunar eclipse
2020-01-10T19:10:00+00:00,Penumbral lunar eclipse
2020-06-05T19:25:03+00:00,Penumbral lunar eclipse
2020-07-05T04:30:01+00:00,Penumbral lunar eclipse
2020-11-30T09:42:51+00:00,Penumbral lunar eclipse
2021-05-26T11:18:42+00:00,Total lunar eclipse
2021-11-19T09:02:54+00:00,Partial lunar eclipse
2022-05-16T04:11:31+00:00,Total lunar eclipse
2022-11-08T10:59:11+00:00,Total lunar eclipse
2023-05-05T17:22:53+00:00,Penumbral lunar eclipse
2023-10-28T20:14:06+00:00,Partial lunar eclipse
2024-03-25T07:12:49+00:00,Penumbral lunar eclipse
2024-09-18T02:44:15+00:00,Partial lunar eclipse
2025-03-14T06:58:45+00:00,Total lunar eclipse
2025-09-07T18:11:47+00:00,Total lunar eclipse
2026-03-03T11:33:41+00:00,Total lunar eclipse
2026-08-28T04:12:53+00:00,Partial lunar eclipse
2027-02-20T23:12:55+00:00,Penumbral lunar eclipse
2027-07-18T16:02:59+00:00,Penumbral lunar eclipse
2027-08-17T07:13:46+00:00,Penumbral lunar eclipse
2028-01-12T04:13:02+00:00,Partial lunar eclipse
2028-07-06T18:19:46+00:00,Partial lunar eclipse
2028-12-31T16:52:04+00:00,Total lunar eclipse
2029-06-26T03:22:12+00:00,Total lunar eclipse
2029-12-20T22:42:01+00:00,Total lunar eclipse
2030-06-15T18:33:23+00:00,Partial lunar eclipse
2030-12-09T22:27:39+00:00,Penumbral lunar eclipse
2031-05-07T03:50:50+00:00,Penumbral lunar eclipse
2031-06-05T11:44:06+00:00,Penumbral lunar eclipse
2031-10-30T07:45:33+00:00,Penumbral lunar eclipse
2032-04-25T15:13:40+00:00,Total lunar eclipse
2032-10-18T19:02:29+00:00,Total lunar eclipse
2033-04-14T19:12:40+00:00,Total lunar eclipse
2033-10-08T10:55:11+00:00,Total lunar eclipse
2034-04-03T19:05:49+00:00,Penumbral lunar eclipse
2034-09-28T02:46:26+00:00,Partial lunar eclipse
2035-02-22T09:05:00+00:00,Penumbral lunar eclipse
2035-08-19T01:11:04+00:00,Partial lunar eclipse
2036-02-11T22:11:55+00:00,Total lunar eclipse
2036-08-07T02:51:22+00:00,Total lunar eclipse
2037-01-31T14:00:27+00:00,Total lunar eclipse
2037-07-27T04:08:42+00:00,Partial lunar eclipse
2038-01-21T03:48:41+00:00,Penumbral lunar eclipse
2038-06-17T02:43:51+00:00,Penumbral lunar eclipse
2038-07-16T11:34:45+00:00,Penumbral lunar eclipse
2038-12-11T17:43:49+00:00,Penumbral lunar eclipse
2039-06-06T18:53:15+00:00,Partial lunar eclipse
2039-11-30T16:55:16+00:00,Partial lunar eclipse
2040-05-26T11:45:11+00:00,Total lunar eclipse
2040-11-18T19:03:30+00:00,Total lunar eclipse
2041-05-16T00:41:51+00:00,Partial lunar eclipse
2041-11-08T04:33:54+00:00,Partial lunar eclipse
2042-04-05T14:29:01+00:00,Penumbral lunar eclipse
2042-09-29T10:44:36+00:00,Partial lunar eclipse
2042-10-28T19:33:20+00:00,Penumbral lunar eclipse
2043-03-25T14:30:53+00:00,Total lunar eclipse
2043-09-19T01:50:39+00:00,Total lunar eclipse
2044-03-13T19:37:22+00:00,Total lunar eclipse
2044-09-07T11:19:33+00:00,Total lunar eclipse
2045-03-03T07:42:14+00:00,Penumbral lunar eclipse
2045-08-27T13:53:38+00:00,Penumbral lunar eclipse
2046-01-22T13:01:26+00:00,Partial lunar eclipse
2046-07-18T01:04:54+00:00,Partial lunar eclipse
2047-01-12T01:25:03+00:00,Total lunar eclipse
2047-07-07T10:34:34+00:00,Total lunar eclipse
2048-01-01T06:52:44+00:00,Total lunar eclipse
2048-06-26T02:01:17+00:00,Partial lunar eclipse
2048-12-20T06:26:36+00:00,Penumbral lunar eclipse
2049-05-17T11:25:27+00:00,Penumbral lunar eclipse
2049-06-15T19:13:00+00:00,Penumbral lunar eclipse
2049-11-09T15:51:00+00:00,Penumbral lunar eclipse
2050-05-06T22:30:51+00:00,Total lunar eclipse
2050-10-30T03:20:35+00:00,Total lunar eclipse
2051-04-26T02:15:16+00:00,Total lunar eclipse
2051-10-19T19:10:38+00:00,Total lunar eclipse
2052-04-14T02:16:55+00:00,Penumbral lunar eclipse
2052-10-08T10:44:47+00:00,Partial lunar eclipse
2053-03-04T17:20:58+00:00,Penumbral lunar eclipse
2053-08-29T08:04:38+00:00,Penumbral lunar eclipse
2054-02-22T06:50:16+00:00,Total lunar eclipse
2054-08-18T09:25:19+00:00,Total lunar eclipse
2055-02-11T22:45:06+00:00,Total lunar eclipse
2055-08-07T10:52:07+00:00,Partial lunar eclipse
2056-02-01T12:24:55+00:00,Penumbral lunar eclipse
2056-06-27T10:01:58+00:00,Penumbral lunar eclipse
2056-07-26T18:42:14+00:00,Penumbral lunar eclipse
2056-12-22T01:47:45+00:00,Penumbral lunar eclipse
2057-06-17T02:25:09+00:00,Partial lunar eclipse
2057-12-11T00:52:27+00:00,Partial lunar eclipse
2058-06-06T19:14:37+00:00,Total lunar eclipse
2058-11-30T03:15:07+00:00,Total lunar eclipse
2059-05-27T07:54:23+00:00,Partial lunar eclipse
2059-11-19T13:00:25+00:00,Partial lunar eclipse
2060-04-15T21:35:54+00:00,Penumbral lunar eclipse
2060-10-09T18:52:21+00:00,Penumbral lunar eclipse
2060-11-08T04:03:02+00:00,Penumbral lunar eclipse
2061-04-04T21:52:54+00:00,Total lunar eclipse
2061-09-29T09:37:02+00:00,Total lunar eclipse
2062-03-25T03:32:39+00:00,Total lunar eclipse
2062-09-18T18:32:51+00:00,Total lunar eclipse
2063-03-14T16:04:37+00:00,Partial lunar eclipse
2063-09-07T20:40:00+00:00,Penumbral lunar eclipse
2064-02-02T21:47:47+00:00,Partial lunar eclipse
2064-07-28T07:51:37+00:00,Partial lunar eclipse
2065-01-22T09:57:48+00:00,Total lunar eclipse
2065-07-17T17:47:30+00:00,Total lunar eclipse
2066-01-11T15:03:36+00:00,Total lunar eclipse
2066-07-07T09:29:19+00:00,Partial lunar eclipse
2066-12-31T14:28:58+00:00,Penumbral lunar eclipse
2067-05-28T18:54:56+00:00,Penumbral lunar eclipse
2067-06-27T02:39:55+00:00,Penumbral lunar eclipse
2067-11-21T00:03:31+00:00,Penumbral lunar eclipse
2068-05-17T05:41:06+00:00,Partial lunar eclipse
2068-11-09T11:45:49+00:00,Total lunar eclipse
2069-05-06T09:08:46+00:00,Total lunar eclipse
2069-10-30T03:33:55+00:00,Total lunar eclipse
2070-04-25T09:20:13+00:00,Penumbral lunar eclipse
2070-10-19T18:50:01+00:00,Partial lunar eclipse
2071-03-16T01:29:57+00:00,Penumbral lunar eclipse
2071-09-09T15:04:29+00:00,Penumbral lunar eclipse
2072-03-04T15:21:56+00:00,Total lunar eclipse
2072-08-28T16:04:31+00:00,Total lunar eclipse
2073-02-22T07:23:42+00:00,Total lunar eclipse
2073-08-17T17:41:30+00:00,Total lunar eclipse
2074-02-11T20:54:47+00:00,Penumbral lunar eclipse
2074-07-08T17:20:26+00:00,Penumbral lunar eclipse
2074-08-07T01:54:53+00:00,Penumbral lunar eclipse
2075-01-02T09:53:52+00:00,Penumbral lunar eclipse
2075-06-28T09:54:24+00:00,Partial lunar eclipse
2075-12-22T08:54:44+00:00,Partial lunar eclipse
2076-06-17T02:38:36+00:00,Total lunar eclipse
2076-12-10T11:33:41+00:00,Total lunar eclipse
2077-06-06T14:58:41+00:00,Partial lunar eclipse
2077-11-29T21:34:42+00:00,Partial lunar eclipse
2078-04-27T04:34:34+00:00,Penumbral lunar eclipse
2078-10-21T03:06:52+00:00,Penumbral lunar eclipse
2078-11-19T12:38:51+00:00,Penumbral lunar eclipse
2079-04-16T05:09:34+00:00,Partial lunar eclipse
2079-10-10T17:29:19+00:00,Total lunar eclipse
2080-04-04T11:22:28+00:00,Total lunar eclipse
2080-09-29T01:51:31+00:00,Total lunar eclipse
2081-03-25T00:20:50+00:00,Partial lunar eclipse
2081-09-18T03:34:13+00:00,Penumbral lunar eclipse
2082-02-13T06:28:08+00:00,Partial lunar eclipse
2082-08-08T14:45:31+00:00,Penumbral lunar eclipse
2083-02-02T18:25:34+00:00,Total lunar eclipse
2083-07-29T01:04:23+00:00,Total lunar eclipse
2084-01-22T23:11:48+00:00,Total lunar eclipse
2084-07-17T16:57:40+00:00,Partial lunar eclipse
2085-01-10T22:31:18+00:00,Penumbral lunar eclipse
2085-06-08T02:16:25+00:00,Penumbral lunar eclipse
2085-07-07T10:03:28+00:00,Penumbral lunar eclipse
2085-12-01T08:24:24+00:00,Penumbral lunar eclipse
2086-05-28T12:42:36+00:00,Partial lunar eclipse
2086-11-20T20:18:31+00:00,Partial lunar eclipse
2087-05-17T15:54:09+00:00,Total lunar eclipse
2087-11-10T12:04:22+00:00,Total lunar eclipse
2088-05-05T16:15:39+00:00,Partial lunar eclipse
2088-10-30T03:02:09+00:00,Partial lunar eclipse
2089-03-26T09:33:02+00:00,Penumbral lunar eclipse
2089-09-19T22:10:05+00:00,Penumbral lunar eclipse
2090-03-15T23:47:19+00:00,Total lunar eclipse
2090-09-08T22:51:18+00:00,Total lunar eclipse
2091-03-05T15:57:11+00:00,Total lunar eclipse
2091-08-29T00:37:13+00:00,Total lunar eclipse
2092-02-23T05:19:49+00:00,Penumbral lunar eclipse
2092-07-19T00:40:46+00:00,Penumbral lunar eclipse
2092-08-17T09:12:48+00:00,Penumbral lunar eclipse
2093-01-12T17:58:52+00:00,Penumbral lunar eclipse
2093-07-08T17:23:06+00:00,Partial lunar eclipse
2094-01-01T16:58:55+00:00,Partial lunar eclipse
2094-06-28T10:00:46+00:00,Total lunar eclipse
2094-12-21T19:55:21+00:00,Total lunar eclipse
2095-06-17T21:59:00+00:00,Partial lunar eclipse
2095-12-11T06:13:50+00:00,Partial lunar eclipse
2096-05-07T11:23:33+00:00,Penumbral lunar eclipse
2096-06-06T02:42:29+00:00,Penumbral lunar eclipse
2096-10-31T11:29:13+00:00,Penumbral lunar eclipse
2096-11-29T21:21:10+00:00,Penumbral lunar eclipse
2097-04-26T12:17:06+00:00,Partial lunar eclipse
2097-10-21T01:29:44+00:00,Total lunar eclipse
2098-04-15T19:03:37+00:00,Total lunar eclipse
2098-10-10T09:18:47+00:00,Total lunar eclipse
2099-04-05T08:29:44+00:00,Partial lunar eclipse
2099-09-29T10:35:26+00:00,Penumbral lunar eclipse
2100-02-24T15:04:01+00:00,Penumbral lunar eclipse
2100-08-19T21:43:48+00:00,Penumbral lunar eclipse
2101-02-14T02:48:49+00:00,Total lunar eclipse
2101-08-09T08:24:23+00:00,Total lunar eclipse
2102-02-03T07:17:10+00:00,Total lunar eclipse
2102-07-30T00:27:59+00:00,Total lunar eclipse
2103-01-23T06:32:48+00:00,Penumbral lunar eclipse
2103-06-20T09:35:00+00:00,Penumbral lunar eclipse
2103-07-19T17:27:31+00:00,Penumbral lunar eclipse
2103-12-13T16:50:26+00:00,Penumbral lunar eclipse
2104-06-08T19:37:29+00:00,Partial lunar eclipse
2104-12-02T04:57:00+00:00,Partial lunar eclipse
2105-05-28T22:32:55+00:00,Total lunar eclipse
2105-11-21T20:40:49+00:00,Total lunar eclipse
2106-05-17T23:05:31+00:00,Partial lunar eclipse
2106-11-11T11:21:03+00:00,Partial lunar eclipse
2107-04-07T17:28:59+00:00,Penumbral lunar eclipse
2107-05-07T04:29:15+00:00,Penumbral lunar eclipse
2107-10-02T05:22:07+00:00,Penumbral lunar eclipse
2108-03-27T08:05:17+00:00,Total lunar eclipse
2108-09-20T05:45:59+00:00,Partial lunar eclipse
2109-03-17T00:21:17+00:00,Total lunar eclipse
2109-09-09T07:41:52+00:00,Total lunar eclipse
2110-03-06T13:36:09+00:00,Penumbral lunar eclipse
2110-08-29T16:37:37+00:00,Partial lunar eclipse
2111-01-25T02:01:55+00:00,Penumbral lunar eclipse
2111-07-21T00:52:05+00:00,Partial lunar eclipse
2112-01-14T01:05:25+00:00,Partial lunar eclipse
2112-07-09T17:18:40+00:00,Total lunar eclipse
2113-01-02T04:21:47+00:00,Total lunar eclipse
2113-06-29T04:54:14+00:00,Partial lunar eclipse
2113-12-22T14:57:31+00:00,Partial lunar eclipse
2114-05-19T18:06:23+00:00,Penumbral lunar eclipse
2114-06-18T09:15:55+00:00,Penumbral lunar eclipse
2114-11-12T19:58:23+00:00,Penumbral lunar eclipse
2114-12-12T06:08:14+00:00,Penumbral lunar eclipse
2115-05-08T19:20:13+00:00,Partial lunar eclipse
2115-11-02T09:35:24+00:00,Partial lunar eclipse
2116-04-27T02:40:07+00:00,Total lunar eclipse
2116-10-21T16:52:28+00:00,Total lunar eclipse
2117-04-16T16:30:49+00:00,Partial lunar eclipse
2117-10-10T17:46:01+00:00,Partial lunar eclipse
2118-03-07T23:31:55+00:00,Penumbral lunar eclipse
2118-08-31T04:50:36+00:00,Penumbral lunar eclipse
2119-02-25T11:04:02+00:00,Total lunar eclipse
2119-08-20T15:50:44+00:00,Total lunar eclipse
2120-02-14T15:16:09+00:00,Total lunar eclipse
2120-08-09T08:00:21+00:00,Total lunar eclipse
2121-02-02T14:31:27+00:00,Penumbral lunar eclipse
2121-06-30T16:48:42+00:00,Penumbral lunar eclipse
2121-07-30T00:51:32+00:00,Penumbral lunar eclipse
2121-12-24T01:21:02+00:00,Penumbral lunar eclipse
2122-06-20T02:26:35+00:00,Partial lunar eclipse
2122-12-13T13:41:29+00:00,Partial lunar eclipse
2123-06-09T05:05:17+00:00,Total lunar eclipse
2123-12-03T05:22:58+00:00,Total lunar eclipse
2124-05-28T05:49:48+00:00,Partial lunar eclipse
2124-11-21T19:46:10+00:00,Partial lunar eclipse
2125-04-18T01:17:36+00:00,Penumbral lunar eclipse
2125-05-17T11:45:20+00:00,Penumbral lunar eclipse
2125-10-12T12:41:54+00:00,Penumbral lunar eclipse
2126-04-07T16:16:44+00:00,Total lunar eclipse
2126-10-01T12:48:36+00:00,Partial lunar eclipse
2127-03-28T08:39:06+00:00,Total lunar eclipse
2127-09-20T14:54:52+00:00,Total lunar eclipse
2128-03-16T21:44:57+00:00,Penumbral lunar eclipse
2128-09-09T00:09:19+00:00,Partial lunar eclipse
2129-02-04T10:01:12+00:00,Penumbral lunar eclipse
2129-07-31T08:23:19+00:00,Partial lunar eclipse
2130-01-24T09:09:08+00:00,Partial lunar eclipse
2130-07-21T00:37:44+00:00,Total lunar eclipse
2131-01-13T12:48:47+00:00,Total lunar eclipse
2131-07-10T11:46:44+00:00,Partial lunar eclipse
2132-01-02T23:43:11+00:00,Partial lunar eclipse
2132-05-30T00:41:40+00:00,Penumbral lunar eclipse
2132-06-28T15:44:23+00:00,Penumbral lunar eclipse
2132-11-23T04:34:00+00:00,Penumbral lunar eclipse
2132-12-22T14:58:39+00:00,Penumbral lunar eclipse
2133-05-19T02:15:08+00:00,Partial lunar eclipse
2133-11-12T17:48:57+00:00,Partial lunar eclipse
2134-05-08T10:09:30+00:00,Total lunar eclipse
2134-11-02T00:33:09+00:00,Total lunar eclipse
2135-04-28T00:25:23+00:00,Partial lunar eclipse
2135-10-22T01:04:53+00:00,Partial lunar eclipse
2136-03-18T07:52:45+00:00,Penumbral lunar eclipse
2136-04-16T17:07:31+00:00,Penumbral lunar eclipse
2136-09-10T12:03:56+00:00,Penumbral lunar eclipse
2137-03-07T19:12:32+00:00,Total lunar eclipse
2137-08-30T23:22:54+00:00,Total lunar eclipse
2138-02-24T23:08:45+00:00,Total lunar eclipse
2138-08-20T15:37:35+00:00,Total lunar eclipse
2139-02-13T22:27:05+00:00,Penumbral lunar eclipse
2139-07-12T00:00:36+00:00,Penumbral lunar eclipse
2139-08-10T08:16:57+00:00,Penumbral lunar eclipse
2140-01-04T09:54:06+00:00,Penumbral lunar eclipse
2140-06-30T09:12:06+00:00,Partial lunar eclipse
2140-12-23T22:28:37+00:00,Partial lunar eclipse
2141-06-19T11:33:40+00:00,Total lunar eclipse
2141-12-13T14:09:05+00:00,Total lunar eclipse
2142-06-08T12:31:31+00:00,Partial lunar eclipse
2142-12-03T04:14:59+00:00,Partial lunar eclipse
2143-04-29T09:00:10+00:00,Penumbral lunar eclipse
2143-05-28T18:58:14+00:00,Penumbral lunar eclipse
2143-10-23T20:09:25+00:00,Penumbral lunar eclipse
2144-04-18T00:19:18+00:00,Total lunar eclipse
2144-10-11T20:01:03+00:00,Partial lunar eclipse
2145-04-07T16:46:57+00:00,Total lunar eclipse
2145-09-30T22:18:40+00:00,Total lunar eclipse
2146-03-28T05:43:17+00:00,Partial lunar eclipse
2146-09-20T07:50:17+00:00,Partial lunar eclipse
2147-02-15T17:56:03+00:00,Penumbral lunar eclipse
2147-08-11T15:55:51+00:00,Partial lunar eclipse
2147-09-09T23:10:24+00:00,Penumbral lunar eclipse
2148-02-04T17:12:34+00:00,Partial lunar eclipse
2148-07-31T07:55:26+00:00,Total lunar eclipse
2149-01-23T21:16:12+00:00,Total lunar eclipse
2149-07-20T18:36:59+00:00,Partial lunar eclipse
2150-01-13T08:30:24+00:00,Partial lunar eclipse
2150-06-10T07:13:38+00:00,Penumbral lunar eclipse
2150-07-09T22:12:10+00:00,Penumbral lunar eclipse
2150-12-04T13:13:35+00:00,Penumbral lunar eclipse
2151-01-02T23:50:16+00:00,Penumbral lunar eclipse
2151-05-30T09:07:59+00:00,Partial lunar eclipse
2151-11-24T02:07:02+00:00,Partial lunar eclipse
2152-05-18T17:34:01+00:00,Total lunar eclipse
2152-11-12T08:20:35+00:00,Total lunar eclipse
2153-05-08T08:13:28+00:00,Partial lunar eclipse
2153-11-01T08:32:51+00:00,Partial lunar eclipse
