datetime,event_type,duration_minutes,duration_seconds
1924-08-30T08:23:00+00:00,Partial solar eclipse,,
1925-01-24T14:54:03+00:00,Total solar eclipse,32,02
1925-07-20T21:48:42+00:00,Annular solar eclipse,15,07
1926-01-14T06:36:58+00:00,Total solar eclipse,11,04
1926-07-09T23:06:02+00:00,Annular solar eclipse,51,03
1927-01-03T20:22:53+00:00,Annular solar eclipse,03,00
1927-06-29T06:23:27+00:00,Total solar eclipse,50,00
1927-12-24T03:59:41+00:00,Partial solar eclipse,,
1928-05-19T13:24:20+00:00,Total solar eclipse,,
1928-06-17T20:27:28+00:00,Partial solar eclipse,,
1928-11-12T09:48:24+00:00,Partial solar eclipse,,
1929-05-09T06:10:34+00:00,Total solar eclipse,07,05
1929-11-01T12:05:10+00:00,Annular solar eclipse,54,03
1930-04-28T19:03:34+00:00,Hybrid or annular/total solar eclipse,01,00
1930-10-21T21:43:53+00:00,Total solar eclipse,55,01
1931-04-18T00:45:35+00:00,Partial solar eclipse,,
1931-09-12T04:41:25+00:00,Partial solar eclipse,,
1931-10-11T12:55:40+00:00,Partial solar eclipse,,
1932-03-07T07:55:50+00:00,Annular solar eclipse,19,05
1932-08-31T20:03:41+00:00,Total solar eclipse,45,01
1933-02-24T12:46:39+00:00,Annular solar eclipse,32,01
1933-08-21T05:49:11+00:00,Annular solar eclipse,04,02
1934-02-14T00:38:41+00:00,Total solar eclipse,53,02
1934-08-10T08:37:48+00:00,Annular solar eclipse,33,06
1935-01-05T05:35:46+00:00,Partial solar eclipse,,
1935-02-03T16:16:20+00:00,Partial solar eclipse,,
1935-06-30T19:59:46+00:00,Partial solar eclipse,,
1935-07-30T09:16:28+00:00,Partial solar eclipse,,
1935-12-25T17:59:52+00:00,Annular solar eclipse,30,01
1936-06-19T05:20:31+00:00,Total solar eclipse,31,02
1936-12-13T23:28:12+00:00,Annular solar eclipse,25,07
1937-06-08T20:41:02+00:00,Total solar eclipse,04,07
1937-12-02T23:05:45+00:00,Annular solar eclipse,00,12
1938-05-29T13:50:19+00:00,Total solar eclipse,05,04
1938-11-21T23:52:25+00:00,Partial solar eclipse,,
1939-04-19T16:45:53+00:00,Annular solar eclipse,49,01
1939-10-12T20:40:23+00:00,Total solar eclipse,32,01
1940-04-07T20:21:21+00:00,Annular solar eclipse,30,07
1940-10-01T12:44:06+00:00,Total solar eclipse,35,05
1941-03-27T20:08:08+00:00,Annular solar eclipse,41,07
1941-09-21T04:34:03+00:00,Total solar eclipse,22,03
1942-03-16T23:37:07+00:00,Partial solar eclipse,,
1942-08-12T02:45:12+00:00,Partial solar eclipse,,
1942-09-10T15:39:32+00:00,Partial solar eclipse,,
1943-02-04T23:38:10+00:00,Total solar eclipse,39,02
1943-08-01T04:16:13+00:00,Annular solar eclipse,59,06
1944-01-25T15:26:42+00:00,Total solar eclipse,09,04
1944-07-20T05:43:13+00:00,Annular solar eclipse,42,03
1945-01-14T05:01:43+00:00,Annular solar eclipse,15,00
1945-07-09T13:27:46+00:00,Total solar eclipse,15,01
1946-01-03T12:16:11+00:00,Partial solar eclipse,,
1946-05-30T21:00:24+00:00,Partial solar eclipse,,
1946-06-29T03:51:58+00:00,Partial solar eclipse,,
1946-11-23T17:37:12+00:00,Partial solar eclipse,,
1947-05-20T13:47:47+00:00,Total solar eclipse,13,05
1947-11-12T20:05:37+00:00,Annular solar eclipse,59,03
1948-05-09T02:26:04+00:00,Annular solar eclipse,00,00
1948-11-01T05:59:18+00:00,Total solar eclipse,56,01
1949-04-28T07:48:53+00:00,Partial solar eclipse,,
1949-10-21T21:13:01+00:00,Partial solar eclipse,,
1950-03-18T15:32:01+00:00,Annular solar eclipse,,
1950-09-12T03:38:47+00:00,Total solar eclipse,14,01
1951-03-07T20:53:40+00:00,Annular solar eclipse,59,00
1951-09-01T12:51:51+00:00,Annular solar eclipse,36,02
1952-02-25T09:11:35+00:00,Total solar eclipse,09,03
1952-08-20T15:13:35+00:00,Annular solar eclipse,40,06
1953-02-14T00:59:30+00:00,Partial solar eclipse,,
1953-07-11T02:44:14+00:00,Partial solar eclipse,,
1953-08-09T15:55:03+00:00,Partial solar eclipse,,
1954-01-05T02:32:01+00:00,Annular solar eclipse,42,01
1954-06-30T12:32:38+00:00,Total solar eclipse,35,02
1954-12-25T07:36:42+00:00,Annular solar eclipse,39,07
1955-06-20T04:10:42+00:00,Total solar eclipse,08,07
1955-12-14T07:02:25+00:00,Annular solar eclipse,09,12
1956-06-08T21:20:39+00:00,Total solar eclipse,45,04
1956-12-02T08:00:35+00:00,Partial solar eclipse,,
1957-04-30T00:05:28+00:00,Annular solar eclipse,,
1957-10-23T04:54:02+00:00,Total solar eclipse,,
1958-04-19T03:27:17+00:00,Annular solar eclipse,07,07
1958-10-12T20:55:28+00:00,Total solar eclipse,11,05
1959-04-08T03:24:08+00:00,Annular solar eclipse,26,07
1959-10-02T12:27:00+00:00,Total solar eclipse,02,03
1960-03-27T07:25:07+00:00,Partial solar eclipse,,
1960-09-20T22:59:56+00:00,Partial solar eclipse,,
1961-02-15T08:19:48+00:00,Total solar eclipse,45,02
1961-08-11T10:46:47+00:00,Annular solar eclipse,35,06
1962-02-05T00:12:38+00:00,Total solar eclipse,08,04
1962-07-31T12:25:33+00:00,Annular solar eclipse,33,03
1963-01-25T13:37:12+00:00,Annular solar eclipse,25,00
1963-07-20T20:36:13+00:00,Total solar eclipse,40,01
1964-01-14T20:30:08+00:00,Partial solar eclipse,,
1964-06-10T04:34:07+00:00,Partial solar eclipse,,
1964-07-09T11:17:53+00:00,Partial solar eclipse,,
1964-12-04T01:31:54+00:00,Partial solar eclipse,,
1965-05-30T21:17:31+00:00,Total solar eclipse,15,05
1965-11-23T04:14:51+00:00,Annular solar eclipse,02,04
1966-05-20T09:39:02+00:00,Annular solar eclipse,05,00
1966-11-12T14:23:28+00:00,Total solar eclipse,57,01
1967-05-09T14:42:48+00:00,Partial solar eclipse,,
1967-11-02T05:38:56+00:00,Total solar eclipse,,
1968-03-28T23:00:30+00:00,Partial solar eclipse,,
1968-09-22T11:18:46+00:00,Total solar eclipse,40,00
1969-03-18T04:54:57+00:00,Annular solar eclipse,26,00
1969-09-11T19:58:59+00:00,Annular solar eclipse,11,03
1970-03-07T17:38:30+00:00,Total solar eclipse,28,03
1970-08-31T21:55:30+00:00,Annular solar eclipse,47,06
1971-02-25T09:38:07+00:00,Partial solar eclipse,,
1971-07-22T09:31:55+00:00,Partial solar eclipse,,
1971-08-20T22:39:31+00:00,Partial solar eclipse,,
1972-01-16T11:03:22+00:00,Annular solar eclipse,53,01
1972-07-10T19:46:38+00:00,Total solar eclipse,36,02
1973-01-04T15:46:21+00:00,Annular solar eclipse,49,07
1973-06-30T11:38:41+00:00,Total solar eclipse,04,07
1973-12-24T15:02:44+00:00,Annular solar eclipse,02,12
1974-06-20T04:48:04+00:00,Total solar eclipse,09,05
1974-12-13T16:13:13+00:00,Partial solar eclipse,,
1975-05-11T07:17:33+00:00,Partial solar eclipse,,
1975-11-03T13:15:54+00:00,Partial solar eclipse,,
1976-04-29T10:24:18+00:00,Annular solar eclipse,41,06
1976-10-23T05:13:45+00:00,Total solar eclipse,46,04
1977-04-18T10:31:30+00:00,Annular solar eclipse,04,07
1977-10-12T20:27:27+00:00,Total solar eclipse,37,02
1978-04-07T15:03:47+00:00,Partial solar eclipse,,
1978-10-02T06:28:43+00:00,Partial solar eclipse,,
1979-02-26T16:55:06+00:00,Total solar eclipse,49,02
1979-08-22T17:22:38+00:00,Annular solar eclipse,03,06
1980-02-16T08:54:01+00:00,Total solar eclipse,08,04
1980-08-10T19:12:21+00:00,Annular solar eclipse,23,03
1981-02-04T22:09:24+00:00,Annular solar eclipse,33,00
1981-07-31T03:46:37+00:00,Total solar eclipse,02,02
1982-01-25T04:42:53+00:00,Partial solar eclipse,,
1982-06-21T12:04:33+00:00,Partial solar eclipse,,
1982-07-20T18:44:44+00:00,Partial solar eclipse,,
1982-12-15T09:32:09+00:00,Partial solar eclipse,,
1983-06-11T04:43:33+00:00,Total solar eclipse,11,05
1983-12-04T12:31:15+00:00,Annular solar eclipse,01,04
1984-05-30T16:45:41+00:00,Annular solar eclipse,11,00
1984-11-22T22:54:17+00:00,Total solar eclipse,00,02
1985-05-19T21:29:38+00:00,Partial solar eclipse,,
1985-11-12T14:11:27+00:00,Total solar eclipse,59,01
1986-04-09T06:21:22+00:00,Partial solar eclipse,,
1986-10-03T19:06:15+00:00,Hybrid or annular/total solar eclipse,00,00
1987-03-29T12:49:47+00:00,Hybrid or annular/total solar eclipse,08,00
1987-09-23T03:12:22+00:00,Annular solar eclipse,49,03
1988-03-18T01:58:56+00:00,Total solar eclipse,46,03
1988-09-11T04:44:29+00:00,Annular solar eclipse,57,06
1989-03-07T18:08:41+00:00,Partial solar eclipse,,
1989-08-31T05:31:47+00:00,Partial solar eclipse,,
1990-01-26T19:31:24+00:00,Annular solar eclipse,03,02
1990-07-22T03:03:07+00:00,Total solar eclipse,33,02
1991-01-15T23:53:51+00:00,Annular solar eclipse,53,07
1991-07-11T19:07:01+00:00,Total solar eclipse,53,06
1992-01-04T23:05:37+00:00,Annular solar eclipse,41,11
1992-06-30T12:11:22+00:00,Total solar eclipse,21,05
1992-12-24T00:31:41+00:00,Partial solar eclipse,,
1993-05-21T14:20:15+00:00,Partial solar eclipse,,
1993-11-13T21:45:51+00:00,Partial solar eclipse,,
1994-05-10T17:12:27+00:00,Annular solar eclipse,13,06
1994-11-03T13:40:06+00:00,Total solar eclipse,23,04
1995-04-29T17:33:20+00:00,Annular solar eclipse,37,06
1995-10-24T04:33:30+00:00,Total solar eclipse,10,02
1996-04-17T22:38:12+00:00,Partial solar eclipse,,
1996-10-12T14:03:04+00:00,Partial solar eclipse,,
1997-03-09T01:24:51+00:00,Total solar eclipse,50,02
1997-09-02T00:04:48+00:00,Partial solar eclipse,,
1998-02-26T17:29:27+00:00,Total solar eclipse,09,04
1998-08-22T02:07:11+00:00,Annular solar eclipse,14,03
1999-02-16T06:34:38+00:00,Annular solar eclipse,40,00
1999-08-11T11:04:09+00:00,Total solar eclipse,23,02
2000-02-05T12:50:27+00:00,Partial solar eclipse,,
2000-07-01T19:33:34+00:00,Partial solar eclipse,,
2000-07-31T02:14:08+00:00,Partial solar eclipse,,
2000-12-25T17:35:57+00:00,Partial solar eclipse,,
2001-06-21T12:04:46+00:00,Total solar eclipse,57,04
2001-12-14T20:53:01+00:00,Annular solar eclipse,53,03
2002-06-10T23:45:22+00:00,Annular solar eclipse,23,00
2002-12-04T07:32:16+00:00,Total solar eclipse,04,02
2003-05-31T04:09:22+00:00,Annular solar eclipse,37,03
2003-11-23T22:50:22+00:00,Total solar eclipse,57,01
2004-04-19T13:35:05+00:00,Partial solar eclipse,,
2004-10-14T03:00:23+00:00,Partial solar eclipse,,
2005-04-08T20:36:51+00:00,Hybrid or annular/total solar eclipse,42,00
2005-10-03T10:32:47+00:00,Annular solar eclipse,32,04
2006-03-29T10:12:23+00:00,Total solar eclipse,07,04
2006-09-22T11:41:16+00:00,Annular solar eclipse,09,07
2007-03-19T02:32:57+00:00,Partial solar eclipse,,
2007-09-11T12:32:24+00:00,Partial solar eclipse,,
2008-02-07T03:56:10+00:00,Annular solar eclipse,12,02
2008-08-01T10:22:12+00:00,Total solar eclipse,27,02
2009-01-26T07:59:45+00:00,Annular solar eclipse,54,07
2009-07-22T02:36:25+00:00,Total solar eclipse,39,06
2010-01-15T07:07:39+00:00,Annular solar eclipse,08,11
2010-07-11T19:34:38+00:00,Total solar eclipse,20,05
2011-01-04T08:51:42+00:00,Partial solar eclipse,,
2011-06-01T21:17:18+00:00,Partial solar eclipse,,
2011-07-01T08:39:30+00:00,Partial solar eclipse,,
2011-11-25T06:21:24+00:00,Partial solar eclipse,,
2012-05-20T23:53:54+00:00,Annular solar eclipse,46,05
2012-11-13T22:12:55+00:00,Total solar eclipse,02,04
2013-05-10T00:26:20+00:00,Annular solar eclipse,03,06
2013-11-03T12:47:36+00:00,Hybrid or annular/total solar eclipse,40,01
2014-04-29T06:04:33+00:00,Annular solar eclipse,,
2014-10-23T21:45:39+00:00,Partial solar eclipse,,
2015-03-20T09:46:47+00:00,Total solar eclipse,47,02
2015-09-13T06:55:19+00:00,Partial solar eclipse,,
2016-03-09T01:58:19+00:00,Total solar eclipse,09,04
2016-09-01T09:08:02+00:00,Annular solar eclipse,06,03
2017-02-26T14:54:33+00:00,Annular solar eclipse,44,00
2017-08-21T18:26:40+00:00,Total solar eclipse,40,02
2018-02-15T20:52:33+00:00,Partial solar eclipse,,
2018-07-13T03:02:16+00:00,Partial solar eclipse,,
2018-08-11T09:47:28+00:00,Partial solar eclipse,,
2019-01-06T01:42:38+00:00,Partial solar eclipse,,
2019-07-02T19:24:08+00:00,Total solar eclipse,33,04
2019-12-26T05:18:53+00:00,Annular solar eclipse,40,03
2020-06-21T06:41:15+00:00,Annular solar eclipse,38,00
2020-12-14T16:14:39+00:00,Total solar eclipse,10,02
2021-06-10T10:43:07+00:00,Annular solar eclipse,51,03
2021-12-04T07:34:38+00:00,Total solar eclipse,54,01
2022-04-30T20:42:36+00:00,Partial solar eclipse,,
2022-10-25T11:01:20+00:00,Partial solar eclipse,,
2023-04-20T04:17:56+00:00,Hybrid or annular/total solar eclipse,16,01
2023-10-14T18:00:41+00:00,Annular solar eclipse,17,05
2024-04-08T18:18:29+00:00,Total solar eclipse,28,04
2024-10-02T18:46:13+00:00,Annular solar eclipse,25,07
2025-03-29T10:48:36+00:00,Partial solar eclipse,,
2025-09-21T19:43:04+00:00,Partial solar eclipse,,
2026-02-17T12:13:06+00:00,Annular solar eclipse,20,02
2026-08-12T17:47:06+00:00,Total solar eclipse,18,02
2027-02-06T16:00:48+00:00,Annular solar eclipse,51,07
2027-08-02T10:07:50+00:00,Total solar eclipse,23,06
2028-01-26T15:08:59+00:00,Annular solar eclipse,27,10
2028-07-22T02:56:40+00:00,Total solar eclipse,10,05
2029-01-14T17:13:48+00:00,Partial solar eclipse,,
2029-06-12T04:06:13+00:00,Partial solar eclipse,,
2029-07-11T15:37:19+00:00,Partial solar eclipse,,
2029-12-05T15:03:58+00:00,Partial solar eclipse,,
2030-06-01T06:29:13+00:00,Annular solar eclipse,21,05
2030-11-25T06:51:37+00:00,Total solar eclipse,44,03
2031-05-21T07:16:04+00:00,Annular solar eclipse,26,05
2031-11-14T21:07:31+00:00,Hybrid or annular/total solar eclipse,08,01
2032-05-09T13:26:42+00:00,Annular solar eclipse,22,00
2032-11-03T05:34:13+00:00,Partial solar eclipse,,
2033-03-30T18:02:36+00:00,Total solar eclipse,37,02
2033-09-23T13:54:31+00:00,Partial solar eclipse,,
2034-03-20T10:18:45+00:00,Total solar eclipse,09,04
2034-09-12T16:19:28+00:00,Annular solar eclipse,58,02
2035-03-09T23:05:54+00:00,Annular solar eclipse,48,00
2035-09-02T01:56:46+00:00,Total solar eclipse,54,02
2036-02-27T04:46:49+00:00,Partial solar eclipse,,
2036-07-23T10:32:06+00:00,Partial solar eclipse,,
2036-08-21T17:25:45+00:00,Partial solar eclipse,,
2037-01-16T09:48:55+00:00,Partial solar eclipse,,
2037-07-13T02:40:36+00:00,Total solar eclipse,58,03
2038-01-05T13:47:11+00:00,Annular solar eclipse,18,03
2038-07-02T13:32:55+00:00,Annular solar eclipse,00,01
2038-12-26T01:00:10+00:00,Total solar eclipse,18,02
2039-06-21T17:12:54+00:00,Annular solar eclipse,05,04
2039-12-15T16:23:46+00:00,Total solar eclipse,51,01
2040-05-11T03:43:02+00:00,Partial solar eclipse,,
2040-11-04T19:09:02+00:00,Partial solar eclipse,,
2041-04-30T11:52:21+00:00,Total solar eclipse,51,01
2041-10-25T01:36:22+00:00,Annular solar eclipse,07,06
2042-04-20T02:17:30+00:00,Total solar eclipse,51,04
2042-10-14T02:00:42+00:00,Annular solar eclipse,44,07
2043-04-09T18:57:49+00:00,Total solar eclipse,,
2043-10-03T03:01:49+00:00,Annular solar eclipse,,
2044-02-28T20:24:40+00:00,Annular solar eclipse,27,02
2044-08-23T01:17:02+00:00,Total solar eclipse,04,02
2045-02-16T23:56:07+00:00,Annular solar eclipse,47,07
2045-08-12T17:42:39+00:00,Total solar eclipse,06,06
2046-02-05T23:06:26+00:00,Annular solar eclipse,42,09
2046-08-02T10:21:13+00:00,Total solar eclipse,51,04
2047-01-26T01:33:18+00:00,Partial solar eclipse,,
2047-06-23T10:52:31+00:00,Partial solar eclipse,,
2047-07-22T22:36:17+00:00,Partial solar eclipse,,
2047-12-16T23:50:12+00:00,Partial solar eclipse,,
2048-06-11T12:58:53+00:00,Annular solar eclipse,58,04
2048-12-05T15:35:27+00:00,Total solar eclipse,28,03
2049-05-31T13:59:59+00:00,Annular solar eclipse,45,04
2049-11-25T05:33:48+00:00,Hybrid or annular/total solar eclipse,38,00
2050-05-20T20:42:50+00:00,Hybrid or annular/total solar eclipse,21,00
2050-11-14T13:30:53+00:00,Partial solar eclipse,,
2051-04-11T02:10:39+00:00,Partial solar eclipse,,
2051-10-04T21:02:14+00:00,Partial solar eclipse,,
2052-03-30T18:31:53+00:00,Total solar eclipse,08,04
2052-09-22T23:39:10+00:00,Annular solar eclipse,51,02
2053-03-20T07:08:19+00:00,Annular solar eclipse,50,00
2053-09-12T09:34:09+00:00,Total solar eclipse,04,03
2054-03-09T12:33:40+00:00,Partial solar eclipse,,
2054-08-03T18:04:02+00:00,Partial solar eclipse,,
2054-09-02T01:09:34+00:00,Partial solar eclipse,,
2055-01-27T17:54:05+00:00,Partial solar eclipse,,
2055-07-24T09:57:50+00:00,Total solar eclipse,17,03
2056-01-16T22:16:45+00:00,Annular solar eclipse,52,02
2056-07-12T20:21:59+00:00,Annular solar eclipse,26,01
2057-01-05T09:47:52+00:00,Total solar eclipse,29,02
2057-07-01T23:40:15+00:00,Annular solar eclipse,23,04
2057-12-26T01:14:35+00:00,Total solar eclipse,50,01
2058-05-22T10:39:25+00:00,Partial solar eclipse,,
2058-06-21T00:19:35+00:00,Partial solar eclipse,,
2058-11-16T03:23:07+00:00,Partial solar eclipse,,
2059-05-11T19:22:16+00:00,Total solar eclipse,23,02
2059-11-05T09:18:15+00:00,Annular solar eclipse,00,07
2060-04-30T10:10:00+00:00,Total solar eclipse,15,05
2060-10-24T09:24:10+00:00,Annular solar eclipse,06,08
2061-04-20T02:56:49+00:00,Total solar eclipse,37,02
2061-10-13T10:32:10+00:00,Annular solar eclipse,41,03
2062-03-11T04:26:16+00:00,Partial solar eclipse,,
2062-09-03T08:54:27+00:00,Partial solar eclipse,,
2063-02-28T07:43:30+00:00,Annular solar eclipse,41,07
2063-08-24T01:22:11+00:00,Total solar eclipse,49,05
2064-02-17T07:00:23+00:00,Annular solar eclipse,56,08
2064-08-12T17:46:06+00:00,Total solar eclipse,28,04
2065-02-05T09:52:26+00:00,Partial solar eclipse,,
2065-07-03T17:33:52+00:00,Partial solar eclipse,,
2065-08-02T05:34:17+00:00,Partial solar eclipse,,
2065-12-27T08:39:56+00:00,Partial solar eclipse,,
2066-06-22T19:25:48+00:00,Annular solar eclipse,40,04
2066-12-17T00:23:40+00:00,Total solar eclipse,14,03
2067-06-11T20:42:26+00:00,Annular solar eclipse,05,04
2067-12-06T14:03:43+00:00,Hybrid or annular/total solar eclipse,08,00
2068-05-31T03:56:39+00:00,Total solar eclipse,06,01
2068-11-24T21:32:30+00:00,Partial solar eclipse,,
2069-04-21T10:11:09+00:00,Partial solar eclipse,,
2069-05-20T17:53:18+00:00,Partial solar eclipse,,
2069-10-15T04:19:56+00:00,Partial solar eclipse,,
2070-04-11T02:36:09+00:00,Total solar eclipse,04,04
2070-10-04T07:08:57+00:00,Annular solar eclipse,44,02
2071-03-31T15:01:06+00:00,Annular solar eclipse,52,00
2071-09-23T17:20:28+00:00,Total solar eclipse,11,03
2072-03-19T20:10:31+00:00,Partial solar eclipse,,
2072-09-12T08:59:20+00:00,Total solar eclipse,13,03
2073-02-07T01:55:59+00:00,Partial solar eclipse,,
2073-08-03T17:15:23+00:00,Total solar eclipse,29,02
2074-01-27T06:44:15+00:00,Annular solar eclipse,21,02
2074-07-24T03:10:32+00:00,Annular solar eclipse,57,01
2075-01-16T18:36:04+00:00,Total solar eclipse,42,02
2075-07-13T06:05:44+00:00,Annular solar eclipse,45,04
2076-01-06T10:07:27+00:00,Total solar eclipse,49,01
2076-06-01T17:31:22+00:00,Partial solar eclipse,,
2076-07-01T06:50:43+00:00,Partial solar eclipse,,
2076-11-26T11:43:01+00:00,Partial solar eclipse,,
2077-05-22T02:46:05+00:00,Total solar eclipse,54,02
2077-11-15T17:07:56+00:00,Annular solar eclipse,54,07
2078-05-11T17:56:55+00:00,Total solar eclipse,40,05
2078-11-04T16:55:44+00:00,Annular solar eclipse,29,08
2079-05-01T10:50:13+00:00,Total solar eclipse,55,02
2079-10-24T18:11:21+00:00,Annular solar eclipse,39,03
2080-03-21T12:20:15+00:00,Partial solar eclipse,,
2080-09-13T16:38:09+00:00,Partial solar eclipse,,
2081-03-10T15:23:31+00:00,Annular solar eclipse,36,07
2081-09-03T09:07:31+00:00,Total solar eclipse,33,05
2082-02-27T14:47:00+00:00,Annular solar eclipse,12,08
2082-08-24T01:16:21+00:00,Total solar eclipse,01,04
2083-02-16T18:06:36+00:00,Partial solar eclipse,,
2083-07-15T00:14:23+00:00,Partial solar eclipse,,
2083-08-13T12:34:41+00:00,Partial solar eclipse,,
2084-01-07T17:30:23+00:00,Partial solar eclipse,,
2084-07-03T01:50:26+00:00,Annular solar eclipse,25,04
2084-12-27T09:13:48+00:00,Total solar eclipse,04,03
2085-06-22T03:21:16+00:00,Annular solar eclipse,29,03
2085-12-16T22:37:48+00:00,Annular solar eclipse,19,00
2086-06-11T11:07:14+00:00,Total solar eclipse,48,01
2086-12-06T05:38:55+00:00,Partial solar eclipse,,
2087-05-02T18:04:42+00:00,Partial solar eclipse,,
2087-06-01T01:27:14+00:00,Partial solar eclipse,,
2087-10-26T11:46:57+00:00,Partial solar eclipse,,
2088-04-21T10:31:49+00:00,Total solar eclipse,58,03
2088-10-14T14:48:05+00:00,Annular solar eclipse,38,02
2089-04-10T22:44:42+00:00,Annular solar eclipse,53,00
2089-10-04T01:15:23+00:00,Total solar eclipse,14,03
2090-03-31T03:38:08+00:00,Partial solar eclipse,,
2090-09-23T16:56:36+00:00,Total solar eclipse,36,03
2091-02-18T09:54:40+00:00,Partial solar eclipse,,
2091-08-15T00:34:43+00:00,Total solar eclipse,38,01
2092-02-07T15:10:20+00:00,Annular solar eclipse,48,01
2092-08-03T09:59:33+00:00,Annular solar eclipse,31,02
2093-01-27T03:22:16+00:00,Total solar eclipse,58,02
2093-07-23T12:32:04+00:00,Annular solar eclipse,11,05
2094-01-16T18:59:03+00:00,Total solar eclipse,51,01
2094-06-13T00:22:11+00:00,Partial solar eclipse,,
2094-07-12T13:24:35+00:00,Partial solar eclipse,,
2094-12-07T20:05:56+00:00,Partial solar eclipse,,
2095-06-02T10:07:40+00:00,Total solar eclipse,18,03
2095-11-27T01:02:57+00:00,Annular solar eclipse,47,08
2096-05-22T01:37:14+00:00,Total solar eclipse,07,06
2096-11-15T00:36:15+00:00,Annular solar eclipse,53,08
2097-05-11T18:34:31+00:00,Total solar eclipse,10,03
2097-11-04T02:01:25+00:00,Annular solar eclipse,36,03
2098-04-01T20:02:31+00:00,Partial solar eclipse,,
2098-09-25T00:31:16+00:00,Partial solar eclipse,,
2098-10-24T10:36:11+00:00,Partial solar eclipse,,
2099-03-21T22:54:32+00:00,Annular solar eclipse,32,07
2099-09-14T16:57:53+00:00,Total solar eclipse,18,05
2100-03-10T22:28:11+00:00,Annular solar eclipse,29,07
2100-09-04T08:49:20+00:00,Total solar eclipse,32,03
2101-02-28T02:16:26+00:00,Annular solar eclipse,44,02
2101-08-24T19:37:03+00:00,Partial solar eclipse,,
2102-01-19T02:21:30+00:00,Partial solar eclipse,,
2102-07-15T08:15:14+00:00,Annular solar eclipse,14,04
2103-01-08T18:04:21+00:00,Total solar eclipse,57,02
2103-07-04T10:01:48+00:00,Annular solar eclipse,57,02
2103-12-29T07:13:18+00:00,Annular solar eclipse,43,00
2104-06-22T18:16:21+00:00,Total solar eclipse,26,02
2104-12-17T13:48:27+00:00,Annular solar eclipse,,
2105-05-14T01:52:06+00:00,Partial solar eclipse,,
2105-06-12T08:58:11+00:00,Partial solar eclipse,,
2105-11-06T19:23:02+00:00,Partial solar eclipse,,
2106-05-03T18:19:20+00:00,Total solar eclipse,47,03
2106-10-26T22:37:40+00:00,Annular solar eclipse,32,02
2107-04-23T06:18:41+00:00,Annular solar eclipse,56,00
2107-10-16T09:18:27+00:00,Total solar eclipse,16,03
2108-04-11T10:55:37+00:00,Partial solar eclipse,,
2108-10-05T01:01:20+00:00,Total solar eclipse,50,03
2109-03-01T17:45:53+00:00,Partial solar eclipse,,
2109-08-26T07:57:26+00:00,Partial solar eclipse,,
2110-02-18T23:31:35+00:00,Annular solar eclipse,12,01
2110-08-15T16:50:45+00:00,Annular solar eclipse,07,03
2111-02-08T12:05:33+00:00,Total solar eclipse,17,03
2111-08-04T19:00:22+00:00,Annular solar eclipse,42,05
2112-01-29T03:49:52+00:00,Total solar eclipse,56,01
2112-06-24T07:09:53+00:00,Partial solar eclipse,,
2112-07-23T19:58:32+00:00,Partial solar eclipse,,
2112-12-19T04:33:16+00:00,Partial solar eclipse,,
2113-06-13T17:26:00+00:00,Total solar eclipse,36,03
2113-12-08T09:03:27+00:00,Annular solar eclipse,35,09
2114-06-03T09:14:09+00:00,Total solar eclipse,32,06
2114-11-27T08:24:15+00:00,Annular solar eclipse,15,09
2115-05-24T02:13:56+00:00,Total solar eclipse,24,03
2115-11-16T09:58:55+00:00,Annular solar eclipse,32,03
2116-04-13T03:36:55+00:00,Partial solar eclipse,,
2116-10-06T08:31:51+00:00,Partial solar eclipse,,
2116-11-04T18:50:09+00:00,Partial solar eclipse,,
2117-04-02T06:15:20+00:00,Annular solar eclipse,30,07
2117-09-26T00:55:42+00:00,Total solar eclipse,03,05
2118-03-22T06:00:55+00:00,Annular solar eclipse,50,06
2118-09-15T16:28:26+00:00,Total solar eclipse,04,03
2119-03-11T10:19:19+00:00,Annular solar eclipse,13,02
2119-09-05T02:44:27+00:00,Partial solar eclipse,,
2120-01-30T11:09:56+00:00,Partial solar eclipse,,
2120-07-25T14:40:02+00:00,Annular solar eclipse,00,04
2121-01-19T02:54:15+00:00,Total solar eclipse,52,02
2121-07-14T16:42:39+00:00,Annular solar eclipse,32,02
2122-01-08T15:48:51+00:00,Annular solar eclipse,02,01
2122-07-04T01:25:31+00:00,Total solar eclipse,56,02
2122-12-28T22:00:56+00:00,Annular solar eclipse,,
2123-05-25T09:33:27+00:00,Partial solar eclipse,,
2123-06-23T16:26:12+00:00,Partial solar eclipse,,
2123-11-18T03:07:26+00:00,Partial solar eclipse,,
2124-05-14T01:59:10+00:00,Total solar eclipse,34,03
2124-11-06T06:36:34+00:00,Annular solar eclipse,26,02
2125-05-03T13:42:33+00:00,Annular solar eclipse,59,00
2125-10-26T17:30:49+00:00,Total solar eclipse,15,03
2126-04-22T18:04:22+00:00,Annular solar eclipse,,
2126-10-16T09:12:51+00:00,Total solar eclipse,00,04
2127-03-13T01:32:02+00:00,Partial solar eclipse,,
2127-09-06T15:24:17+00:00,Partial solar eclipse,,
2128-03-01T07:48:32+00:00,Annular solar eclipse,37,00
2128-08-25T23:44:34+00:00,Annular solar eclipse,41,03
2129-02-18T20:44:37+00:00,Total solar eclipse,38,03
2129-08-15T01:33:05+00:00,Annular solar eclipse,15,06
2130-02-08T12:35:23+00:00,Total solar eclipse,03,02
2130-08-04T02:38:44+00:00,Partial solar eclipse,,
