datetime,event_type,duration_minutes,duration_seconds
2512-01-20T05:57:20+00:00,Annular solar eclipse,02,03
2512-07-14T16:14:11+00:00,Total solar eclipse,47,04
2513-01-08T09:25:23+00:00,Annular solar eclipse,25,10
2513-07-04T08:38:16+00:00,Total solar eclipse,09,06
2513-12-28T08:28:06+00:00,Partial solar eclipse,,
2514-05-25T17:04:32+00:00,Partial solar eclipse,,
2514-11-17T20:31:22+00:00,Partial solar eclipse,,
2515-05-15T02:12:11+00:00,Annular solar eclipse,57,02
2515-11-07T09:35:34+00:00,Total solar eclipse,53,03
2516-05-03T04:17:47+00:00,Annular solar eclipse,28,08
2516-10-27T01:48:46+00:00,Total solar eclipse,11,05
2517-04-22T04:39:28+00:00,Partial solar eclipse,,
2517-10-16T16:28:59+00:00,Partial solar eclipse,,
2518-03-12T22:37:02+00:00,Total solar eclipse,31,00
2518-09-06T10:55:41+00:00,Annular solar eclipse,54,04
2519-03-02T13:15:24+00:00,Total solar eclipse,42,04
2519-08-26T11:27:49+00:00,Annular solar eclipse,08,07
2520-02-20T05:04:06+00:00,Total solar eclipse,54,02
2520-08-14T14:11:41+00:00,Annular solar eclipse,57,01
2521-02-08T17:22:54+00:00,Partial solar eclipse,,
2521-07-05T16:04:53+00:00,Partial solar eclipse,,
2521-08-04T00:02:18+00:00,Partial solar eclipse,,
2521-12-30T03:58:50+00:00,Partial solar eclipse,,
2522-06-25T09:03:45+00:00,Total solar eclipse,12,07
2522-12-19T03:10:40+00:00,Annular solar eclipse,58,09
2523-06-15T01:12:30+00:00,Total solar eclipse,56,03
2523-12-08T07:24:54+00:00,Annular solar eclipse,08,02
2524-06-03T12:04:40+00:00,Partial solar eclipse,,
2524-11-26T18:58:09+00:00,Partial solar eclipse,,
2525-04-23T23:30:15+00:00,Partial solar eclipse,,
2525-10-18T01:23:55+00:00,Total solar eclipse,39,02
2526-04-13T00:43:02+00:00,Annular solar eclipse,35,04
2526-10-07T14:54:21+00:00,Hybrid or annular/total solar eclipse,40,00
2527-04-02T08:23:26+00:00,Hybrid or annular/total solar eclipse,45,00
2527-09-26T21:48:45+00:00,Annular solar eclipse,25,04
2528-02-21T12:36:45+00:00,Partial solar eclipse,,
2528-03-21T22:20:29+00:00,Partial solar eclipse,,
2528-09-14T22:42:54+00:00,Partial solar eclipse,,
2529-02-10T03:52:31+00:00,Total solar eclipse,53,00
2529-08-05T11:45:36+00:00,Annular solar eclipse,39,00
2530-01-30T14:23:10+00:00,Annular solar eclipse,14,03
2530-07-25T23:33:49+00:00,Total solar eclipse,50,04
2531-01-19T17:31:19+00:00,Annular solar eclipse,17,10
2531-07-15T16:07:33+00:00,Total solar eclipse,25,06
2532-01-08T16:31:05+00:00,Partial solar eclipse,,
2532-06-05T00:28:58+00:00,Partial solar eclipse,,
2532-07-04T08:54:58+00:00,Partial solar eclipse,,
2532-11-28T04:49:26+00:00,Partial solar eclipse,,
2533-05-25T09:15:50+00:00,Annular solar eclipse,56,02
2533-11-17T18:03:10+00:00,Total solar eclipse,43,03
2534-05-14T11:09:29+00:00,Annular solar eclipse,23,08
2534-11-07T10:10:07+00:00,Total solar eclipse,58,04
2535-05-03T11:47:37+00:00,Partial solar eclipse,,
2535-10-28T00:29:34+00:00,Partial solar eclipse,,
2536-03-23T06:51:06+00:00,Total solar eclipse,46,00
2536-09-16T17:50:18+00:00,Annular solar eclipse,48,04
2537-03-12T21:49:07+00:00,Total solar eclipse,53,04
2537-09-05T18:08:59+00:00,Annular solar eclipse,11,07
2538-03-02T13:41:10+00:00,Total solar eclipse,01,03
2538-08-25T21:08:14+00:00,Annular solar eclipse,52,01
2539-02-20T01:48:05+00:00,Partial solar eclipse,,
2539-07-16T23:27:49+00:00,Partial solar eclipse,,
2539-08-15T07:21:01+00:00,Partial solar eclipse,,
2540-01-10T12:01:35+00:00,Partial solar eclipse,,
2540-07-05T16:34:26+00:00,Total solar eclipse,04,07
2540-12-29T11:15:59+00:00,Annular solar eclipse,57,09
2541-06-25T08:33:57+00:00,Total solar eclipse,58,03
2541-12-18T15:48:55+00:00,Annular solar eclipse,01,02
2542-06-14T19:03:09+00:00,Annular solar eclipse,30,01
2542-12-08T03:35:01+00:00,Total solar eclipse,,
2543-05-05T06:29:19+00:00,Partial solar eclipse,,
2543-10-29T09:36:30+00:00,Total solar eclipse,02,02
2544-04-23T08:05:34+00:00,Annular solar eclipse,05,04
2544-10-17T22:41:14+00:00,Hybrid or annular/total solar eclipse,04,00
2545-04-12T16:19:46+00:00,Hybrid or annular/total solar eclipse,17,01
2545-10-07T05:01:15+00:00,Annular solar eclipse,54,04
2546-04-02T06:39:22+00:00,Partial solar eclipse,,
2546-09-26T05:36:28+00:00,Partial solar eclipse,,
2547-02-21T12:29:30+00:00,Total solar eclipse,50,00
2547-08-16T18:46:36+00:00,Annular solar eclipse,37,00
2548-02-10T22:44:25+00:00,Annular solar eclipse,23,03
2548-08-05T06:56:36+00:00,Total solar eclipse,49,04
2549-01-30T01:34:51+00:00,Annular solar eclipse,00,10
2549-07-25T23:37:26+00:00,Total solar eclipse,30,06
2550-01-19T00:36:25+00:00,Partial solar eclipse,,
2550-06-16T07:45:35+00:00,Partial solar eclipse,,
2550-07-15T16:14:58+00:00,Partial solar eclipse,,
2550-12-09T13:15:41+00:00,Partial solar eclipse,,
2551-06-05T16:10:40+00:00,Annular solar eclipse,55,02
2551-11-29T02:38:19+00:00,Total solar eclipse,34,03
2552-05-24T17:54:09+00:00,Annular solar eclipse,09,08
2552-11-17T18:38:45+00:00,Total solar eclipse,42,04
2553-05-13T18:51:21+00:00,Partial solar eclipse,,
2553-11-07T08:35:22+00:00,Partial solar eclipse,,
2554-04-03T15:00:51+00:00,Total solar eclipse,56,00
2554-09-28T00:50:14+00:00,Partial solar eclipse,,
2555-03-24T06:16:23+00:00,Total solar eclipse,04,05
2555-09-17T00:58:18+00:00,Annular solar eclipse,10,07
2556-03-12T22:11:21+00:00,Total solar eclipse,10,03
2556-09-05T04:13:26+00:00,Annular solar eclipse,48,01
2557-03-02T10:05:49+00:00,Partial solar eclipse,,
2557-07-27T06:54:08+00:00,Partial solar eclipse,,
2557-08-25T14:46:39+00:00,Partial solar eclipse,,
2558-01-20T20:03:53+00:00,Partial solar eclipse,,
2558-07-17T00:03:14+00:00,Total solar eclipse,43,06
2559-01-09T19:24:29+00:00,Annular solar eclipse,43,09
2559-07-06T15:50:37+00:00,Total solar eclipse,55,03
2559-12-30T00:17:19+00:00,Annular solar eclipse,50,01
2560-06-25T01:55:50+00:00,Annular solar eclipse,35,01
2560-12-18T12:17:54+00:00,Total solar eclipse,55,00
2561-05-15T13:20:16+00:00,Partial solar eclipse,,
2561-11-08T17:55:40+00:00,Partial solar eclipse,,
2562-05-04T15:21:29+00:00,Annular solar eclipse,35,03
2562-10-29T06:34:40+00:00,Annular solar eclipse,35,00
2563-04-24T00:08:31+00:00,Total solar eclipse,49,01
2563-10-18T12:21:39+00:00,Annular solar eclipse,26,05
2564-04-12T14:51:42+00:00,Partial solar eclipse,,
2564-10-06T12:38:14+00:00,Partial solar eclipse,,
2565-03-03T21:01:39+00:00,Total solar eclipse,46,00
2565-08-27T01:53:56+00:00,Annular solar eclipse,39,00
2566-02-21T07:01:44+00:00,Annular solar eclipse,30,03
2566-08-16T14:22:25+00:00,Total solar eclipse,47,04
2567-02-10T09:35:51+00:00,Annular solar eclipse,37,09
2567-08-06T07:09:09+00:00,Total solar eclipse,26,06
2568-01-30T08:39:47+00:00,Partial solar eclipse,,
2568-06-26T14:58:55+00:00,Partial solar eclipse,,
2568-07-25T23:36:01+00:00,Partial solar eclipse,,
2568-12-19T21:47:01+00:00,Partial solar eclipse,,
2569-06-15T23:00:08+00:00,Annular solar eclipse,56,02
2569-12-09T11:18:32+00:00,Total solar eclipse,27,03
2570-06-05T00:32:17+00:00,Annular solar eclipse,48,07
2570-11-29T03:13:44+00:00,Total solar eclipse,25,04
2571-05-25T01:47:00+00:00,Annular solar eclipse,21,04
2571-11-18T16:49:14+00:00,Partial solar eclipse,,
2572-04-13T23:02:08+00:00,Partial solar eclipse,,
2572-10-08T07:58:20+00:00,Partial solar eclipse,,
2573-04-03T14:36:16+00:00,Total solar eclipse,13,05
2573-09-27T07:55:50+00:00,Annular solar eclipse,06,07
2574-03-24T06:34:21+00:00,Total solar eclipse,21,03
2574-09-16T11:25:01+00:00,Annular solar eclipse,45,01
2575-03-13T18:17:20+00:00,Partial solar eclipse,,
2575-08-07T14:21:38+00:00,Partial solar eclipse,,
2575-09-05T22:17:41+00:00,Partial solar eclipse,,
2576-02-01T04:04:59+00:00,Partial solar eclipse,,
2576-07-27T07:32:31+00:00,Total solar eclipse,12,06
2577-01-20T03:35:00+00:00,Annular solar eclipse,18,09
2577-07-16T23:05:23+00:00,Total solar eclipse,47,03
2578-01-09T08:49:00+00:00,Annular solar eclipse,37,01
2578-07-06T08:44:44+00:00,Annular solar eclipse,45,01
2578-12-29T21:04:04+00:00,Total solar eclipse,02,01
2579-05-26T20:04:28+00:00,Partial solar eclipse,,
2579-11-20T02:21:42+00:00,Partial solar eclipse,,
2580-05-14T22:32:12+00:00,Annular solar eclipse,05,03
2580-11-08T14:34:19+00:00,Annular solar eclipse,15,01
2581-05-04T07:51:50+00:00,Total solar eclipse,22,02
2581-10-28T19:49:23+00:00,Annular solar eclipse,00,06
2582-04-23T22:55:56+00:00,Total solar eclipse,17,02
2582-10-17T19:49:11+00:00,Partial solar eclipse,,
2583-03-15T05:25:52+00:00,Total solar eclipse,42,00
2583-09-07T09:09:01+00:00,Partial solar eclipse,,
2584-03-03T15:10:31+00:00,Annular solar eclipse,36,03
2584-08-26T21:54:18+00:00,Total solar eclipse,43,04
2585-02-20T17:31:56+00:00,Annular solar eclipse,11,09
2585-08-16T14:42:33+00:00,Total solar eclipse,16,06
2586-02-09T16:42:36+00:00,Partial solar eclipse,,
2586-07-07T22:07:07+00:00,Partial solar eclipse,,
2586-08-06T06:55:48+00:00,Partial solar eclipse,,
2586-12-31T06:23:26+00:00,Partial solar eclipse,,
2587-06-27T05:42:58+00:00,Annular solar eclipse,58,02
2587-12-20T20:04:49+00:00,Total solar eclipse,22,03
2588-06-15T07:06:20+00:00,Annular solar eclipse,21,07
2588-12-09T11:53:28+00:00,Total solar eclipse,07,04
2589-06-04T08:40:23+00:00,Annular solar eclipse,10,04
2589-11-29T01:08:10+00:00,Partial solar eclipse,,
2590-04-25T06:57:46+00:00,Partial solar eclipse,,
2590-10-19T15:13:18+00:00,Partial solar eclipse,,
2591-04-14T22:49:07+00:00,Total solar eclipse,19,05
2591-10-08T15:02:49+00:00,Annular solar eclipse,00,07
2592-04-03T14:48:32+00:00,Total solar eclipse,32,03
2592-09-26T18:47:01+00:00,Annular solar eclipse,42,01
2593-03-24T02:19:51+00:00,Partial solar eclipse,,
2593-08-17T21:53:04+00:00,Partial solar eclipse,,
2593-09-16T05:55:38+00:00,Partial solar eclipse,,
2594-02-11T12:02:17+00:00,Partial solar eclipse,,
2594-08-07T15:02:42+00:00,Total solar eclipse,32,05
2595-01-31T11:44:03+00:00,Annular solar eclipse,42,08
2595-07-28T06:18:18+00:00,Total solar eclipse,30,03
2596-01-20T17:22:01+00:00,Annular solar eclipse,20,01
2596-07-16T15:30:49+00:00,Annular solar eclipse,00,02
2597-01-09T05:52:34+00:00,Total solar eclipse,08,01
2597-06-06T02:43:07+00:00,Partial solar eclipse,,
2597-07-05T17:53:16+00:00,Partial solar eclipse,,
2597-11-30T10:54:08+00:00,Partial solar eclipse,,
2598-05-26T05:36:09+00:00,Annular solar eclipse,34,02
2598-11-19T22:41:03+00:00,Annular solar eclipse,57,01
2599-05-15T15:28:44+00:00,Total solar eclipse,56,02
2599-11-09T03:25:06+00:00,Annular solar eclipse,35,06
2600-05-05T06:53:54+00:00,Total solar eclipse,57,02
2600-10-29T03:09:34+00:00,Partial solar eclipse,,
2601-03-26T13:43:55+00:00,Total solar eclipse,35,00
2601-09-18T16:30:38+00:00,Partial solar eclipse,,
2602-03-15T23:13:25+00:00,Annular solar eclipse,41,03
2602-09-08T05:31:32+00:00,Total solar eclipse,39,04
2603-03-05T01:21:16+00:00,Annular solar eclipse,45,08
2603-08-28T22:20:26+00:00,Total solar eclipse,02,06
2604-02-22T00:40:35+00:00,Partial solar eclipse,,
2604-07-19T05:14:31+00:00,Partial solar eclipse,,
2604-08-17T14:18:38+00:00,Partial solar eclipse,,
2605-01-11T15:01:06+00:00,Partial solar eclipse,,
2605-07-08T12:23:21+00:00,Annular solar eclipse,03,03
2606-01-01T04:53:56+00:00,Total solar eclipse,20,03
2606-06-27T13:34:39+00:00,Annular solar eclipse,52,06
2606-12-21T20:37:56+00:00,Total solar eclipse,50,03
2607-06-16T15:28:35+00:00,Annular solar eclipse,47,03
2607-12-11T09:32:40+00:00,Partial solar eclipse,,
2608-05-06T14:45:32+00:00,Partial solar eclipse,,
2608-06-04T23:55:35+00:00,Partial solar eclipse,,
2608-10-30T22:37:25+00:00,Partial solar eclipse,,
2609-04-26T06:54:26+00:00,Total solar eclipse,23,05
2609-10-19T22:18:05+00:00,Annular solar eclipse,53,06
2610-04-15T22:55:08+00:00,Total solar eclipse,44,03
2610-10-09T02:17:27+00:00,Annular solar eclipse,41,01
2611-04-05T10:13:05+00:00,Partial solar eclipse,,
2611-09-28T13:41:25+00:00,Total solar eclipse,42,01
2612-02-23T19:55:50+00:00,Partial solar eclipse,,
2612-08-18T22:35:27+00:00,Total solar eclipse,45,04
2613-02-11T19:51:44+00:00,Annular solar eclipse,00,08
2613-08-08T13:32:05+00:00,Total solar eclipse,07,03
2614-02-01T01:55:16+00:00,Annular solar eclipse,00,01
2614-07-28T22:14:49+00:00,Annular solar eclipse,21,02
2615-01-21T14:42:02+00:00,Total solar eclipse,17,01
2615-06-18T09:17:56+00:00,Partial solar eclipse,,
2615-07-18T00:19:58+00:00,Partial solar eclipse,,
2615-12-12T19:30:54+00:00,Partial solar eclipse,,
2616-06-06T12:37:18+00:00,Annular solar eclipse,04,02
2616-12-01T06:53:19+00:00,Annular solar eclipse,39,02
2617-05-26T23:01:04+00:00,Total solar eclipse,30,03
2617-11-20T11:07:13+00:00,Annular solar eclipse,11,07
2618-05-16T14:44:47+00:00,Total solar eclipse,24,03
2618-11-09T10:39:32+00:00,Annular solar eclipse,,
2619-04-06T21:51:02+00:00,Partial solar eclipse,,
2619-09-30T00:02:28+00:00,Partial solar eclipse,,
2620-03-26T07:06:11+00:00,Annular solar eclipse,46,03
2620-09-18T13:15:47+00:00,Total solar eclipse,35,04
2621-03-15T09:03:08+00:00,Annular solar eclipse,20,08
2621-09-08T06:02:19+00:00,Total solar eclipse,45,05
2622-03-04T08:34:43+00:00,Partial solar eclipse,,
2622-07-30T12:18:09+00:00,Partial solar eclipse,,
2622-08-28T21:41:59+00:00,Partial solar eclipse,,
2623-01-22T23:41:24+00:00,Partial solar eclipse,,
2623-07-19T19:00:06+00:00,Annular solar eclipse,10,03
2624-01-12T13:45:09+00:00,Total solar eclipse,21,03
2624-07-07T20:02:10+00:00,Annular solar eclipse,24,06
2625-01-01T05:25:27+00:00,Total solar eclipse,32,03
2625-06-26T22:15:44+00:00,Annular solar eclipse,17,03
2625-12-21T18:00:12+00:00,Partial solar eclipse,,
2626-05-17T22:28:40+00:00,Partial solar eclipse,,
2626-06-16T07:13:26+00:00,Partial solar eclipse,,
2626-11-11T06:08:45+00:00,Partial solar eclipse,,
2627-05-07T14:52:04+00:00,Total solar eclipse,22,05
2627-10-31T05:43:51+00:00,Annular solar eclipse,44,06
2628-04-26T06:52:57+00:00,Total solar eclipse,53,03
2628-10-19T09:57:24+00:00,Annular solar eclipse,39,01
2629-04-15T17:56:38+00:00,Partial solar eclipse,,
2629-10-08T21:35:29+00:00,Total solar eclipse,10,02
2630-03-06T03:42:09+00:00,Partial solar eclipse,,
2630-08-30T06:10:52+00:00,Total solar eclipse,53,03
2631-02-23T03:55:11+00:00,Annular solar eclipse,13,07
2631-08-19T20:47:03+00:00,Total solar eclipse,36,02
2632-02-12T10:25:37+00:00,Annular solar eclipse,36,00
2632-08-08T04:59:27+00:00,Annular solar eclipse,49,02
2633-01-31T23:31:25+00:00,Total solar eclipse,27,01
2633-06-28T15:48:41+00:00,Partial solar eclipse,,
2633-07-28T06:45:14+00:00,Partial solar eclipse,,
2633-12-23T04:12:15+00:00,Partial solar eclipse,,
2634-06-17T19:34:22+00:00,Annular solar eclipse,36,01
2634-12-12T15:11:13+00:00,Annular solar eclipse,19,03
2635-06-07T06:28:22+00:00,Total solar eclipse,04,04
2635-12-01T18:56:55+00:00,Annular solar eclipse,47,07
2636-05-26T22:30:53+00:00,Total solar eclipse,48,03
2636-11-19T18:16:59+00:00,Annular solar eclipse,33,05
2637-04-17T05:51:33+00:00,Partial solar eclipse,,
2637-10-10T07:42:11+00:00,Partial solar eclipse,,
2638-04-06T14:50:17+00:00,Annular solar eclipse,52,03
2638-09-29T21:06:37+00:00,Total solar eclipse,31,04
2639-03-26T16:36:39+00:00,Annular solar eclipse,58,07
2639-09-19T13:50:24+00:00,Total solar eclipse,28,05
2640-03-14T16:21:09+00:00,Partial solar eclipse,,
2640-09-08T05:10:48+00:00,Partial solar eclipse,,
2641-02-02T08:20:04+00:00,Partial solar eclipse,,
2641-07-30T01:35:56+00:00,Annular solar eclipse,20,03
2642-01-22T22:36:33+00:00,Total solar eclipse,24,03
2642-07-19T02:27:54+00:00,Annular solar eclipse,00,06
2643-01-12T14:14:06+00:00,Total solar eclipse,18,03
2643-07-08T05:00:57+00:00,Annular solar eclipse,44,02
2644-01-02T02:31:07+00:00,Annular solar eclipse,,
2644-05-28T06:05:58+00:00,Partial solar eclipse,,
2644-06-26T14:29:01+00:00,Partial solar eclipse,,
2644-11-21T13:47:29+00:00,Partial solar eclipse,,
2645-05-17T22:43:18+00:00,Total solar eclipse,17,05
2645-11-10T13:18:36+00:00,Annular solar eclipse,35,06
2646-05-07T14:41:46+00:00,Total solar eclipse,00,04
2646-10-30T17:46:59+00:00,Annular solar eclipse,38,01
2647-04-27T01:30:49+00:00,Partial solar eclipse,,
2647-10-20T05:38:03+00:00,Total solar eclipse,27,02
2648-03-16T11:21:54+00:00,Partial solar eclipse,,
2648-09-09T13:51:23+00:00,Total solar eclipse,48,02
2649-03-05T11:55:21+00:00,Annular solar eclipse,25,06
2649-08-30T04:03:55+00:00,Total solar eclipse,01,02
